O15116	Q9CQ74	P68255	Q2HJ64	J9P1X6
Q86WA8	Q9JLY7	E9PSL8	P50397	F6UTT0
P08473	O70549	D3ZL83	Q32KV9	E2RTC9
Q969W9	Q9JJV9	G3V7R0	A6QLV9	E2R8X7
P24386	Q791V5	O70610	G5E5Q0	J9PA47
Q07157	Q7TSU7	Q5I0M2	F1N5M5	E2RAQ3
Q9NWT8	Q64368	M0RD31	F1MHK5	F1PJT2
P43363	Q3UBZ5	D4ADC6	A3KN00	E2R870
Q92830	Q9CQF9	B2RYI5	E1BJA0	P92604
Q4ZIN3	O08648	D3Z8W6	A3KMX6	E2RNM7
Q9NXF8	O35914	Q02769	-	-
Q9Y446	Q64674	F1LXF5	F1N4Z8	E2R691
O75386	Q78PG9	Q5U2N0	F1N1H2	F6XMP7
Q9NWN3	Q9Z1B5	F1M2J2	A6H7B7	J9P826
P60484	Q6P5F9	A0A0G2K5U0	-	-
Q6P5R6	Q61324	D4ABL9	E1B9Y4	E2QYW0
Q8ND90	E9PYR6	Q499S2	P79134	F1P996
Q9H5I1	Q9EQ08	D3ZD97	F1N1Z7	F1PB60
P36955	Q9JK62	A0A096MJY1	G3N0G4	F1PTA6
Q99972	Q9CZV5	F1LPC6	A4FV32	E2RQB4
Q9Y666	Q8CF93	A0A0G2KB87	E1BB93	E2R7F9
Q01196	O35654	D4A908	A0JNC9	E2RAJ7
Q969P5	V9GXQ2	A0A0G2K490	A7MB57	F1Q393
P59998	Q9JIA7	P47866	E1BGG4	E2RNP5
P03951	Q9CRA0	A0A140TAG0	G3X745	F1PEI5
P48307	Q8BQP8	D3ZR27	E1BNB7	E2R9I2
Q8WYQ3	A6X919	P17777	F1N1Q8	E2REZ8
Q96RQ3	P26043	D3ZM27	E1BF89	J9P5E0
Q9H6Y5	P48437	G3V8V9	A7Z090	F6V080
Q8N3C7	Q62240	D4AAK2	F1MGE7	E2RG71
P17542	Q9JI78	D3ZLM5	-	-
P08631	P20664	F1M972	F1MG37	F1PHE4
P09917	E9Q7F2	-	-	-
Q9UNE7	Q06185	-	-	-
Q9UPY3	B1AYL1	D4A8X4	P63292	F1Q305
P48643	E9QM16	M0R976	A6QQ88	E2QWW2
Q7Z6E9	Q63870	O88984	E1BKE7	-
Q16629	Q8K268	F1LRA1	F1MDR6	F6XPQ5
Q9UJ70	P06804	O70185	F1MDK2	E2RCF7
O60645	A0A0R4J0M1	M0RAY4	E1BML7	E2RNN2
A5YKK6	Q922Q8	-	-	-
Q9GZP0	Q08761	Q63754	A6QNX1	F1PJS3
P10721	A2AHL1	Q7TP35	F1ME83	E2RSF5
P21583	P16014	D3ZPW3	E1BM26	F1PFG7
P18669	Q80Z25	D3ZIA7	A5PJE4	F1Q0U8
O75695	P70269	Q6AY21	F1N1V2	E2R1J1
Q9Y618	Q68EF0	Q6P9U6	F1N218	E2QYC3
Q6XPS3	P58660	Q4V7D4	F6PZ08	P34962
P29218	Q811L6	-	-	-
P33316	Q8BIG4	D4A9V5	F1MI24	G1K283
Q8TAT6	Q3UH85	Q497A7	A6QLL0	E2RKL0
O95249	Q8BPZ8	D4A6M8	Q0IIM3	F1PWN7
Q01151	P04756	A0A0H2UHP7	Q2TBG7	F1PTS8
Q8TAD4	Q9ERA8	F1LM84	P14100	E2QTA2
P25054	Q7TPG8	A0JPQ7	F1MH47	E2RMR1
P42765	Q3TVC0	Q8CF97	-	-
Q8NEC5	O35904	A0A0G2K325	F1MHW3	F1PQV9
Q8TBC3	Q6P9N1	Q62771	F6QQ19	E2R8L7
Q96B97	Q8BML9	Q3SWS8	Q3T0G3	F1PKY0
P62491	Q9JHJ5	B2RYG3	G3N0I5	E2RTK1
P30519	P52875	P21816	F1MYQ1	E2R2R6
Q8WYF0	Q6GU68	D3ZHY6	F1MC11	F1PX36
Q9UMK6	Q9WV38	-	-	-
O95157	Q9R1T4	A0A096MJN4	-	-
Q9ULB1	Q8BNK3	Q498N4	A4FV92	E2RMC8
P51531	Q6P8Y1	Q32PX4	A6QLS0	J9NRX2
P21283	O35664	D4A7L8	-	-
P08709	Q9D1X0	P84039	E1BLB7	E2R1N5
Q96PM5	Q9CR02	F1M7S0	-	-
Q96MM6	A0A0R4J0D8	A0A0G2K2W2	Q2KID4	F1PUL1
Q14449	P01751	Q00900	E1BNB0	F1PDN2
Q6ZVK8	Q8BQN5	Q6AYU0	Q08DT8	E2RK97
P10124	Q8VDS0	G3V7Z6	F1MMR6	E2RLA1
A6NHR9	Q61152	F1LP66	Q1RMS5	E2RR10
P16455	Q9EPQ2	F1M8I9	D9ZDD9	E2REN2
Q9BQB6	Q7TM95	A0A0G2JSR6	P01217	E2R450
P42858	Q6PFE1	D4A7C0	Q17R01	-
P80723	D3Z7A5	G3V9Q7	G3MWG7	J9NWK0
Q6VMQ6	Q8BGW8	-	-	-
Q2PPJ7	G3UW50	Q9ET09	F1MNS9	F6Y2M8
Q9BTV6	G3X8Q7	Q6IN14	Q3ZBF7	J9P3H9
Q5H9R7	Q8VEC4	Q561K2	A4IFD0	E2RAQ4
Q9UBN4	Q3TML0	D3Z9Z2	-	-
Q6P996	Q61477	Q66H76	G3N1T2	F1PE36
Q8WVM7	Q9JJG6	Q5U321	A6QQW5	F1PEC0
P54819	Q19AB2	D4A3L4	F1N3J7	F1P894
Q9Y294	Q9Z1P6	P50569	F6RFX1	E2RPK8
O95672	Q4KML4	D3ZZR9	E1BFD1	F1PY45
P05455	Q9DAH2	-	-	-
P50395	J3QK52	-	-	-
P30260	Q155P7	M0R455	Q08DM8	E2QYC2
Q6NUQ1	Q6ZQ11	Q5BK77	Q9TS87	F1PQW0
P49757	Q62231	F1M276	F1MY94	E2RIW8
Q9NX24	H9KUZ3	F1LLX6	Q9GL30	E2RFZ4
P09234	Q7TT10	Q6UN82	E1BAU5	J9NTW2
O75367	Q8R314	Q4QR71	F1MTS3	J9P8S7
P23416	Q9R0N8	A0A0G2K747	F1MN87	F1PSK1
O75525	Q8K025	Q68FX0	E1BAB1	F1PQC8
Q15208	P11247	Q6AYT0	F1N1R7	F1PNK2
Q8N490	Q9ER74	-	-	-
Q9BY42	A0A0R4J007	D4A029	A4IFJ8	J9NRL7
O95967	Q8R124	F1M862	E1B7S2	J9NVG8
Q9BQY4	Q99MN9	Q7TPJ0	F1N5S7	F1P7N1
Q8IUR7	Q9DAY6	D3ZAB5	F6R1Y7	J9NYQ6
Q96K76	P70372	D3ZN39	E1BIX2	E2RIY1
P36969	Q8VEH6	-	-	-
P52735	Q9Z2G1	A0A0G2K7C9	F1MJD3	F1Q451
Q9UHB9	O88516	A0A0G2JSK5	P28327	F1PCW0
Q92615	Q8K0U3	M0R6T1	Q0P568	A0A0A0MPC3
Q8NCG7	O09127	E9PU00	Q3ZBB0	E2RNV3
Q9Y5I4	Q8K2Y3	A0A0G2K142	Q95L14	F1PZB5
Q6DKI2	Q99MR8	B2RYG4	A2VDN0	F1PPD5
Q5TBB1	Q922Y0	F1LRM0	F1MDZ5	J9P1F2
Q08752	Q6ZWX6	F1LWD8	A0A140T8A0	F1PQV8
Q96EY4	Q91WQ5	Q4V7D2	A2VDL0	E2RHQ8
P33991	Q62141	F1LVS1	Q2KI26	E2RL90
O00139	Q9QYH9	Q9JJ74	G1K1Z9	F1P9A9
Q9UM21	Q9QVP4	Q5U2S3	-	-
P08151	Q6PDM1	B5DEY8	P21146	E2RE07
Q96LB3	Q922Q1	Q7TP39	F1N293	F1PAS8
Q14151	Q7TNP2	F1M265	F1MAV0	E2RNF7
Q9BT49	Q9QX96	D3ZG87	F1MAX5	F6V0E8
Q96GP6	Q9QZB9	Q68FP7	-	-
P21675	Q8CFW7	D4AE80	A1L5C6	E2RM99
Q5VT25	O35845	Q765A7	Q32LN5	F1P616
P02679	Q4ZGD8	D4A7C3	Q1RMH8	E2RMK2
Q96A35	Q52KJ6	-	-	-
Q9NQ50	E9PXB7	O08875	F1MIQ3	E2RP99
P14866	G3UXC7	Q501R9	G5E5S3	E2QTK7
P61952	P27790	Q8R5G4	F1MFW8	F1PBY5
Q8NDD8	Q9WTW2	Q8CJH2	F1MPS0	E2RD81
O14791	Q8R1Q3	D4ADJ7	E1BIE7	F1PA81
P02647	Q4FK66	Q4KLM5	F1N579	F1PZ33
P13805	Q91Z61	F1LWQ2	E1BCD4	E2RS63
Q9NYY3	Q8BKH7	A0A0G2K8W9	P61585	J9NYC8
A1L390	P02088	A0A0G2K700	E1BIB4	F1PGT3
P33241	B2RU80	P25095	F6RRS7	Q5U9D0
Q5JWF2	P10889	P18125	Q32KS5	F1PIS1
Q9UNM6	Q8C3R1	D3ZTM5	-	-
Q14318	Q9CZB6	-	-	-
Q6PD74	Q61658	B1H245	-	-
P01871	P17665	Q9Z1Z1	E1BAZ4	Q9MZV0
Q8N8Y5	Q9Z1X2	G3V9S9	Q08DL2	E2R420
P08247	Q9WVS6	A0A0G2K1P1	F1MQH9	E2QVY5
Q96AP0	E9QP54	-	-	-
P27540	Q9JIT1	D3ZNP4	-	-
Q15836	P01575	P97852	E1B777	-
P46736	P61600	G3V6D7	F1MIS9	J9JHH7
P49450	Q6NV99	Q66HE5	Q2TA03	F1PGB1
O43709	Q64327	P01134	Q2TBU8	E2R7Q9
P01040	Q9ERB5	D4ACT8	Q32LC7	E2R4W6
Q9Y295	Q7TPN5	P27704	E1B7Z9	E2RF07
O15160	Q3UNA4	D3ZVP6	F1MKH8	J9P4D3
P29323	Q6IR42	F1M8I6	F1MSM8	F1P8Z5
Q05586	Q8BG80	B0K018	F1MX61	F1PAK9
Q9H0U4	Q8CIM3	Q5M872	F1MYJ2	E2QYH3
Q6P2E9	Q04692	P09951	F1N1A9	F1PG19
Q9Y3P8	P50396	D3ZVI2	Q17QB7	E2RB14
Q17RF5	P70227	P62919	Q3SX06	J9P8D4
Q9Y6M7	Q3UFY8	D3ZKA2	F1N1L7	J9P4Q2
Q9UK23	B1AT82	G3V6L6	F1N1T8	J9NS47
P09429	Q3TKY6	D3ZES9	E1BF00	E2RD87
Q96EU7	E9Q1Q1	Q63615	F1MHI2	E2RML2
Q14D04	Q8R4V1	F1LNK0	P41976	E2RDL1
O43296	P24721	-	-	-
Q6NYC1	Q9Z1T5	Q5U317	P03968	J9P2U2
Q96M94	O35295	F1LPD6	Q5E9Q7	E2RSE2
Q9Y3M8	Q6NV66	-	-	-
Q15198	P0DOV1	A0A0G2KA23	A5D7H8	J9NRV2
Q8N806	Q924X2	D4A3H5	G3X6V1	E2RT69
Q9UHI6	Q3UK78	D3ZVN9	-	-
Q8N3Y1	Q9JMA2	A0A0G2JSW4	F1MBN0	F6PNY8
Q8NDN9	Q8CGC3	O88759	F1MS54	E2R7E3
Q9H977	Q3TFD9	P06349	F1MSF1	J9P256
Q9UPT6	P10598	-	-	-
Q9BQ39	B1AV20	M0RBE7	E1BJH7	F1PC09
A8MQ03	Q05922	Q7TP47	Q01321	J9PAJ0
Q86YQ8	A2AEY4	G3V8S6	F1MQK8	F1PZF2
P15927	P06151	O35814	F1N1P8	J9NS71
P48634	Q99MI1	-	-	-
Q5VZL5	A2CG49	Q5RKL4	G3X7K5	F1PYM6
Q96QD5	Q924C1	Q5FVF3	Q17QR4	F1PLC5
P26045	Q61467	Q5PQX1	F1MMQ8	E2RND5
Q76KD6	O89084	Q4FZS5	E1B7Q8	J9P5A4
Q7Z2K6	P53395	D3Z7Z5	F1MNN1	F1PTU2
P56192	Q8R2M2	F1LPV0	E1BPN5	F1PKZ5
Q9UPQ0	Q99KZ6	D3ZV90	F1MCH6	J9NS30
P16520	Q9Z277	-	-	-
Q8WUD1	Q9QZB1	D3ZUE7	-	-
Q13155	Q8R368	O88658	Q1JPL0	E2RPS3
Q8WXW3	Q6R5N8	Q01986	Q3T161	F1P948
Q13387	Q3TVC7	F1LR71	G3N3X9	J9P3F5
Q9H1D0	Q497I4	A0A0G2K7D7	Q148H5	F1PD00
Q5JSZ5	Q8BU04	P30951	F1MPC8	F1PLR7
P16278	Q8K2Q2	P35429	G3MYN8	F1PIB4
Q99519	Q9DA42	B2RZ60	F1ME95	E2QV71
A8K8P3	E0CXW2	D4A767	-	-
P30530	P59024	F1M1Q8	Q0IIA9	J9P3Z7
Q9Y282	Q6P2K3	Q811Q5	E1BDU8	E2QX86
Q8TD08	P61264	Q68FR5	Q0IIF3	J9P372
Q13416	Q9CQ25	-	-	-
Q92834	Q9EPK7	P61765	F1N404	F1PLX8
P12643	Q9DA48	Q9ERC0	F1N4M7	F1PGW0
Q6NW40	Q9DAG9	D3Z953	E1BIN6	-
Q8WUA2	Q9QZ47	Q6P9Y4	E1BDN1	F1P842
A8MTZ0	Q6NWW5	F1M388	Q0VC39	F1Q4D9
P43356	P59481	Q5RKJ7	-	-
Q8NEY4	Q8C0S1	F1M065	F1MMJ6	F1PB62
P14921	Q9D1S3	Q9R1A7	P46065	E2RMW8
Q13485	Q1EG27	D3ZGY2	A5PJQ6	E2QWF9
Q01469	E9PWW6	Q5FVF4	E1BC41	F1PTC5
P27482	P28028	A0A0G2K9D7	F1MYE9	F1P9K7
Q9BQG1	Q9CQ54	Q811X6	-	-
Q06481	Q8BMF5	D3ZKW4	A8NJ74	E2REG4
O95292	P35175	E9PT20	Q5E951	F1PYM3
Q96SU4	Q8CH72	Q6P756	G3X743	E2RPN5
Q6RFH5	Q8BZB2	P15791	F1N0Y3	E2RB31
P56180	P26039	Q8K4Q9	F1MVS8	E2QU75
Q96DB2	Q61655	D4A7V0	G3N1U1	E2RNS8
P12270	D3Z1K6	D4A2Z8	Q5E9L0	F1PQC6
Q4KMQ1	Q6X1Y6	F1LML6	F1MII2	J9P0R7
O95297	Q9CQC9	Q2I0Y6	F1N2T3	E2QX23
P29762	Q6UJB9	D4A779	A8E641	J9P1C3
P55055	O08739	B5DEG1	F1MVP8	F1PY42
Q9Y600	Q3UQV5	F1M0L2	E1B7U9	F1PA52
Q8WZA1	Q9JHR9	F1M101	Q3SZ17	F1PL32
Q9NTK5	Q80WB0	D3ZAA1	A6QNT3	E2RSN2
Q96K58	Q8C432	Q63538	-	-
Q9BYR5	A0A0J9YV97	Q5BK30	Q3SX44	E2RMU9
P50542	Q9DB41	P49445	Q148E0	F1P840
Q9BZW5	Q8CID3	-	-	-
Q96B23	Q8K2F0	P34926	G5E5D1	J9PA90
O15146	Q3ZB57	D3ZGB1	F1MJS5	E2R0I6
Q15366	P97798	A0A0G2JYT1	Q0IIF0	E2R2I1
Q9BWC9	O55142	D3ZSU8	F1MWH8	J9P0D8
A0JLT2	G3UWG2	M0RAA8	A7Z057	E2RE36
P56524	Q9CPN8	Q63259	F1N381	F1PI27
Q15118	Q04211	F1LQS5	F1MWY9	E2RR18
O76094	A0A0R4J0U3	D4A0Y2	A3KMV6	F1P8L5
Q8WTT2	Q99MV2	D3ZQ24	-	-
Q9C026	Q3T9X0	Q5M860	-	-
Q6PI48	Q8K450	P04642	F1N751	E2RK77
Q9H9C1	Q3THG9	F1LNI0	P25930	E2R3T4
Q9NZ09	Q9Z0U1	B2RYU7	E1BLF1	J9NYD0
Q9NRH2	Q6ZWZ4	Q3MIE9	F1N1W2	E2RK71
P46063	Q6R891	Q56R20	Q05752	F1P674
O15259	Q8JZY4	P49803	F1MVR0	E2RPW4
P30049	Q7TNR9	F1LU71	E1BBF0	J9NXG6
P46199	O88533	B1WC12	E1BIJ3	E2QS77
P08581	P48428	B2RYD8	E1B8K4	F1PMV2
Q5T160	P33611	A1L108	P42029	J9P0A6
Q15269	Q76MZ3	D4A6N9	E1BKA6	E2R0D2
O75691	Q9Z2V4	Q5U208	Q8HXG5	J9NVJ8
Q13438	G3X928	-	-	-
Q8IWU5	Q99P25	F1LSM8	Q3ZC66	F1PQ47
Q9HBW0	Q80U12	F1LYQ8	E1BAF5	E2RMT1
P52198	Q8K572	Q9WVJ4	Q29RS9	F1PQM2
Q96RT1	Q91VU6	B0K037	E1BK76	F1P895
P07332	E9PUD6	D3ZDS6	G3MWR0	J9P3Q8
Q8TBN0	Q91WW6	-	-	-
Q9NUQ9	Q9D2F7	Q8K4R8	E1B8W8	E2RMS0
Q9NX09	Q9JJY4	A0A0G2KAH6	F1MTU6	J9P9I5
P54578	Q8C790	D4ACA6	F1MKP4	E2R9C9
Q14004	E9Q4Y4	D3ZDK2	E1BLK3	E2RFN5
P41238	Q9DBE0	A0A0H2UHE2	A3KN48	E2R569
P52292	P27601	F1M957	F1MI25	F1PA98
P62745	A1E960	F1LNH0	F2Z4H3	F1PPA2
O75150	Q8C7B6	A0A0G2JVP1	A2VDU6	F1PLV0
O14672	Q4VGL6	Q9R0C5	F1MV64	F1PG04
Q6UX41	P47212	D4A911	P02662	E2REI7
Q9NY47	Q8BIQ3	P16177	G3X7D2	F1PKU1
Q96BR6	Q99LH4	A0A0G2K9K2	Q5E9L3	E2RPX0
Q9P0T4	A2ABV5	D4A7E7	-	-
P26371	Q99KR3	Q68FX5	E1BBM6	F1PUC7
Q9Y512	Q9DBI2	-	-	-
P34925	Q9D8B3	Q63941	F1N6N2	F1P797
Q9NR80	Q3UJD6	Q5BJN7	A0JNA5	F1P6B5
Q01974	Q8R3P7	A0A0G2K8M9	F1N6R0	E2RHV5
P48736	Q9D9R0	B4F7A7	Q6QRN8	E2RDN4
O43169	F7BGR7	Q5PPP4	-	-
P99999	Q9DBU5	Q4KM24	Q0VCR3	J9NV37
Q6PGP7	P01724	D4ACM8	Q3T0U3	E2R936
Q9P2K8	D6RH62	F7EPE0	F1N2Z3	F1PGY4
Q9Y2S2	F8VQB2	D3ZFH4	A7Z041	E2RJD6
Q15382	Q8R2Q0	D3ZMS4	P00435	E2R7J3
Q6UWV6	Q9QXG9	P68403	A2VDP1	J9P1G1
Q9H0F6	Q8C0Y0	F1M3L4	F1MQC8	F1Q402
Q9H4K7	Q61532	Q5M7T5	F1MNK0	F1PV61
P61923	Q8R0C3	Q642B9	E1BGH7	F1PFW6
P51636	Q8K2M0	Q6AY58	F1N5E0	F1PM89
Q12772	Q8VC70	Q05546	-	-
Q15034	Q3TFG3	D3ZJ17	G5E525	E2QT37
Q3SYC2	Q9D309	P24470	F1MAZ1	F1PL16
O43513	P24807	Q63347	F1MDY1	E2R4S4
Q13257	Q922H4	D4A7G6	Q3ZBN5	F1PWZ5
Q6ICH7	Q9JJA7	-	-	-
Q96K19	Q8BJX2	D3ZEM1	E1BDV7	F1PMC0
Q5T1M5	Q99MK9	Q5S6T3	F1N0T6	E2RHK6
Q8WVZ9	Q4U2R1	A0A0G2K2S5	F1MWE0	E2RGM8
Q9UKE5	E9PYD7	D3Z8J6	E1BIW8	F1PRK6
Q8N448	Q4VAE3	Q5BJS4	E1BGY3	Q2A652
P19634	Q9DB70	G3V779	F1N6C8	E2RTJ3
P60900	P99027	Q6GX89	-	-
P62633	Q8CHK4	F1LQX9	Q5E946	E2QSL9
Q9BRZ2	Q8VHQ3	A0JPN0	F1ME39	Q9GK08
Q8IVV7	Q9ER73	-	-	-
P12882	B2KF50	A0A0G2JUF4	Q08DF0	E2RH08
Q16394	D3YXH0	D3ZY60	A1A4P4	J9JHF4
P21127	Q9JLN9	D3ZVK1	Q32LH8	J9P326
P49146	Q8CEG8	D3ZZL3	P00442	Q9BEF8
Q53FV1	D3Z420	F1LUQ0	F1MQ43	F1Q034
O00170	Q9Z1R2	Q6J329	F1N319	E2QZ38
O94966	A0A087WQ23	D4ABR1	A5D9C6	E2RNT2
O75925	Q9D7G0	F1M7N7	F1MXE6	E2RP58
Q9H0C5	Q9JK30	Q08125	Q24K09	F6XDC5
Q9BSR8	Q3LAC4	D4AD21	Q0IID5	E2R4X9
Q9H8X2	Q8K2H6	Q6IN38	A7YWI5	E2RGI4
Q8WUA4	D3YZ21	P51635	E1B704	F1PUE3
Q9Y285	Q5BLK4	D3ZB71	A4FV41	J9NU69
P83876	P97929	O70509	F1N7C5	F1PY08
P61758	A2ANQ2	D3ZLD2	F1MS93	E2R978
Q9NQ92	Q9D925	B1WBV1	F1N5A9	P79145
Q96CF2	Q5SUH6	F1M0S5	F1MVK2	F6V592
Q09161	Q8BHF7	F1LSM5	A6QQA7	E2RIY9
Q13838	S4R1N2	B1WC74	F1MDU7	F1PVP1
O95407	Q68EF8	F1M9C3	E1BJF5	E2RS27
Q9NQS7	Q921I6	P61374	A0JN52	J9NWE6
Q9UPP1	Q8K3X4	D4ACH9	F1MPW7	E2R806
Q8WYC3	Q9D662	B2GUZ3	Q29RR8	J9P2C2
Q9NP81	R4GML8	D4A0F5	A0A140T8B6	F1Q462
Q14954	Q9EQ28	F1MAF5	-	-
P50548	Q920G8	O35819	G3MXL3	F1PKA3
Q9Y2I1	A4Q9E5	Q6IMF3	F1MYX9	E2RBH9
Q9Y6J8	Q9CXJ4	D3ZQM0	F1MPV8	F1PAX5
Q9UHB6	Q99JG3	P35280	F1MLA3	J9P599
P04070	Q9CX34	D3Z937	F2Z4E7	F1PJX6
P38435	Q9D6E4	D3ZES2	B9VR26	F1PMI5
P40937	Q8K1R3	B5DF07	A0A140T897	E2QUC8
P28330	Q8C1B2	P29066	E1BFE2	E2RB79
Q8N9I0	Q9D1K7	E9PTB2	G3N026	F1PD07
Q9H228	Q9CQF7	Q925F0	P07501	F1PP08
Q92598	Q99M08	O35827	F1MTG3	F1Q1R5
P19438	Q64237	A0A0G2JYI7	E1BG29	E2REM0
P02787	Q6PD03	B0BN83	F1MK86	F1Q2Z8
P11473	Q8C2R7	Q68G38	Q1LZD1	F6X9T9
Q12824	Q60803	D4A5T8	Q148M1	F1P8A7
Q9NS73	Q925Q5	D4AED2	E1BE92	J9NXW6
O95490	Q920U2	P22057	F1MEC7	E2QZY5
O95299	P63001	-	-	-
Q8NB78	Q8R2M5	M0RC58	A2VE21	J9P4N9
P46060	Q9JLZ3	F1M661	P0C2B7	F1Q3U8
Q8TF72	E9QPK5	F1LNT8	Q1LZB4	F1Q1P7
P62333	Q8BV89	-	-	-
P78368	Q9JMA7	Q68G12	E1BCH6	F1PJ98
P53634	P27090	Q6DGG4	Q0IIJ3	E2RJC2
Q9H1X1	Q91YD4	Q9JKY2	F1MZZ2	F1PRA1
O94832	D3Z3C6	-	-	-
Q9Y6W5	P40237	F1M6B3	F1MK08	J9PB16
P15498	Q7TSH2	Q6UVM4	A6QNM7	P86229
Q6ZSZ5	Q8K265	F1M6P8	F1MWV6	E2QUG4
P36941	Q11127	F1LU78	E1BH60	F1PLN4
O15514	Q00899	M0RBU0	F1MGS0	J9NZL7
P54619	Q9QXP4	B1WBZ4	Q1RMW5	E2RIV8
P46939	J3QNH8	P02651	Q56K10	J9P131
Q96A23	Q8CFP6	Q9R0T3	F1MVT5	F1Q372
Q8N2W9	Q9JM73	Q68FS8	-	-
P61158	P04939	Q10758	Q8HXA6	F1PJE3
P42704	Q9D9H3	Q7M0E7	A6QPD1	J9P428
Q9NXE4	Q810B9	P83871	P13183	E2QY19
Q86XI6	Q9CWM2	D3ZJY8	F1N304	J9NYG9
P61088	Q923F1	G3V894	E1BG12	J9JH93
P43360	P70365	Q68FV3	E1BJ19	-
Q92797	Q8C5W0	G3V8D4	F1MRJ5	J9PAJ5
Q5TF39	Q8CGC7	A0A0G2JU36	E1BCQ2	F1PJK3
Q9BPW9	Q8BZT2	D3ZII7	E1B8Q5	J9NRQ5
P21359	A6PWY4	Q9Z1T4	A5PKI3	J9P3M1
Q16540	O08675	Q6AXS3	Q1LZF9	E2R3E4
Q9NPA0	Q3UEW6	D3ZDJ6	A6H7A2	F1PI30
Q9NQN1	Q80Z37	M0RCJ1	F1MAT9	F1PAI4
P31948	Q9CZU3	Q9Z2H4	Q2TA06	J9NTC4
Q01581	Q9CQ90	D3ZGM0	E1BII8	E2QVX5
P62877	F8VQK4	F1M2M6	F1MXQ1	E2R3E9
O15297	F6QQQ6	-	-	-
P41222	O54718	D3ZSF0	Q5E997	E2RKG1
Q86UY5	Q9CZU6	P57769	Q95KV1	F1PI25
Q9BXS6	Q6ZPG2	B2GV13	E1BKA3	J9P965
Q5T686	Q9ERH7	M0R991	Q3SZ84	F6UPD5
Q5SW96	Q3UJK4	D4A1W5	F1MEW8	J9P8B4
Q9NXF7	P14069	D3ZUN1	G3MYR6	E2RQF6
Q13112	P54265	D4A8U7	A0A140T833	E2QWE0
Q00325	Q5SPW0	-	-	-
P52701	P29037	D4A001	E1BB01	Q9N0Y3
Q8N2Y8	Q8R0W5	-	-	-
Q92886	Q99MB3	A0A0G2K884	A3KN17	J9P7P0
Q9H672	Q8BZR9	-	-	-
Q9NWS0	P47936	D3ZXR7	A1A4L2	F1PQN9
P61221	Q60736	Q04906	-	-
Q9UJY4	Q8BQR4	B2RZ17	A5D7I7	J9NX77
Q7Z4S6	P12849	A0A0G2JVL3	P62992	F1PSC0
O76071	P70255	P23977	F1N6U0	F1PZ49
P10155	Q8BMS9	-	-	-
P15056	Q8CDC0	Q2KN99	F1N0V8	A0A0A0MPC5
P07814	E9Q6L9	M0RA08	Q3MHR2	E2QUR2
Q15653	Q61502	D4A5C3	A0JN40	A7E3K7
P17861	P23591	-	-	-
O60832	Q5BKR2	Q9ET64	Q3T146	E2RNW1
O95372	A0A0R4J009	F1LQZ0	F1MSI0	E2R7Q7
P78395	Q9QUG2	-	-	-
P53618	Q8BWF0	-	-	-
Q9HCN4	Q8QZS1	D4AC81	Q32L91	J9P7J7
P52758	Q9QWG2	Q5I0E6	Q1JPD9	E2RMN6
Q9UHD8	H3BJC3	D4A9X9	Q2NKT2	F1P859
Q96JN0	A0A0R4J203	F1M1L9	F1MEB1	E2RGT4
Q86U28	Q99N36	E9PT37	F1MNM6	F6V702
P82909	P35922	D4A3M4	Q645M6	J9NXK9
Q06124	Q3UMY5	Q6P9U9	Q95JH2	F1PR80
P31751	D3YX67	Q4G064	F1MNI8	F1PFW9
O76081	Q8CD78	Q6IN10	F1N724	E2REQ5
Q86WC4	A0A140LIQ5	-	-	-
Q9Y3B4	Q497J1	E9PU71	F1MNE1	F1PCD1
Q9BZM5	Q61080	Q675A5	G3N3N1	F1PY02
Q9Y6X0	P49660	Q56A19	E1BI33	F1P664
Q8IUE6	Q8CCT7	P01230	A6QQB2	E2RDQ9
Q9BXY0	E9Q4D5	Q5BK10	E1BF29	E2R5M2
P41159	Q99L04	P55314	Q5E9P3	F1PQD0
P55089	A0A0R3P9D2	D3ZZJ7	F1MLG8	E2RDW8
O75901	Q64462	D4ACA7	F1MF86	E2R4U0
Q9H8E8	Q9CR22	Q6Y1S1	E1B7Y9	F1PLM0
Q68J44	P29974	D4A5E7	Q2HJG1	F1PWT6
Q9P2K1	Q9JJA2	M0R9G4	A6QP94	F1P6B4
P16383	Q8R182	A0A0G2K435	A7E349	E2RDP8
Q96F87	E9Q8D0	Q4V8K2	G3MXX3	E2QY15
Q13765	O54751	-	-	-
P48552	Q9JJF9	-	-	-
Q9Y6K1	G3X9F5	Q5PPG2	P35604	E2RQA2
Q9Y242	Q6PHN1	M0RD26	P48018	E2QUS5
Q04637	P61329	G3V8M0	F1N7J3	E2R5J8
P35228	Q6P5U7	A0A0G2JXT1	F1MZR5	E2QYN0
Q9HAT2	P63028	O55164	P05131	F1PVU9
O94806	P14106	A0A0G2K2Y2	Q3T0G1	E2R7S8
P60827	Q9Z100	P80254	F1MHB3	E2QWY0
Q16143	Q60825	P63031	A5PKK5	F1P7M0
Q00613	Q923T7	A0A0H2UHQ7	Q2TA08	J9NUC1
Q16891	Q9JL70	P70541	F1N2X1	F1PZY5
Q9NY25	Q9CQ84	B0BNJ4	A5D7R8	E2RK10
O95361	Q6GTZ3	A0A0G2JYP2	E1BPW3	E2RAH3
A4D1P6	Q05CL8	A2SY89	Q2KIV9	E2R7B1
Q8WWI1	Q91YE7	D4A424	F1MJW9	F1PTQ6
