O15116	Q99J45	F1LTB8	A4FUE0	J9P8M7
O15211	Q91ZD6	Q3T1H8	Q08DD4	E2RQW8
Q04323	Q8BMK4	B2RYQ5	F1MW91	P33724
Q92575	P53564	A0A0G2K3I3	F1MHW3	E2RAW3
P48147	Q9CWM2	D3Z8I0	F1N4E7	E2RQ96
Q9BVI4	Q8BG36	A0A1W2Q6P5	F1MBH7	E2QUZ2
Q13823	Q9R0P9	A0A0G2JYN5	Q58DQ5	J9P5G4
Q96B49	O35284	F1LN30	E1BGL4	E2QXY6
Q9ULH0	Q9JIS5	Q9EQS0	Q3T0Z7	F1PYQ7
P20908	G5E899	P28647	Q3SZL2	J9NXJ6
Q9UK32	Q6PE65	-	-	-
Q8TC12	Q63ZW7	A0A0H2UHR9	F1MW99	J9NZ76
O95073	Q3U2V3	-	-	-
Q96JP2	Q7TNJ0	P18864	G3X872	F1PRG2
Q16799	A2RSY1	-	-	-
P02008	Q6IRU5	-	-	-
Q5VWX1	Q60778	F1LMA4	A4FUE3	E2RKT9
O60502	Q62418	Q10473	Q0P5F6	E2RD99
Q16204	Q80U95	Q62703	F1MEN8	J9P820
O95072	Q8N7N6	D3ZVT6	A6H6W8	E2R100
O95198	Q8K4L4	B5DEZ8	Q3ZCK3	E2R4F4
Q5W0V3	Q9JL25	D3ZLY0	Q1RMM5	E2RBJ3
P31146	O89113	D4A218	G3N0D4	E2QWY8
Q9UG01	Q4FK66	F1LSP9	G3X696	F1PLI0
P12074	Q6GYP7	O08557	A5PK03	J9P6A9
Q9NQC1	O55196	M0R7U6	F1MIE9	J9NU34
Q13751	Q8CFT2	D3ZWQ5	E1BHI9	F1PTR3
Q9P2K5	Q8BGK0	D3ZQQ2	G3X6F9	F6UNY1
P55316	O88890	F1M8I6	A3KMY7	F1PWE3
Q14202	Q8BHC4	O88272	Q17R00	F1PZQ5
D3DTR7	Q9JID9	Q4FZV7	Q3SZT2	J9NUK8
O75865	P51908	A0A0G2JSI1	-	-
Q14690	A0A0N4SUH4	F1LMP9	Q3ZBF7	F1Q435
Q9Y2T2	E0CX53	D4AED1	E1BBU3	F1PQQ7
O60218	O35468	A0A0G2K5H0	F1N2W0	E2QUT2
Q9Y3Q8	Q80ZI6	D3ZQL7	F1MCH6	E2RK38
Q9BXJ5	Q9CQU5	D3ZWK4	A5PKD1	J9NX95
Q9UGJ1	P61082	Q6P9V1	A0A140T846	F1PZ71
Q5TGZ0	Q99L45	D3ZZ38	-	-
Q96DB5	P82350	Q6AY85	E1BKS5	E2R4Y7
P17658	D3Z1Y1	A0A0G2K046	F1MS17	F1PKX5
Q9ULJ7	O70492	D4A0T9	F1MZC9	F1Q376
Q16739	F6UPY1	D4A8B1	F1MEK3	F1P977
Q53G59	Q9CQH7	D4ADG3	G1K134	J9P957
O60762	Q9D2E2	Q9WTT7	Q0IIG8	E2R8C9
Q96HN2	Q8K2L8	D3ZCV5	A6QQX6	E2R5Z5
Q9UPR0	B2RV46	F1LNZ5	Q3SZU0	J9NUT2
Q9UQ13	Q91VY5	Q5XIC2	E1BKE4	F1Q423
Q6UX98	Q9DBX3	F1M3P6	Q58CX6	J9NSU7
Q53GS9	O55111	D3ZQ30	Q08DY6	F1PVA3
Q96G91	Q8K248	Q6AYB8	F1MJW7	J9P242
Q5VWQ0	Q61880	D3ZG86	F1N205	E2RKS7
Q96PQ6	Q8BFQ6	F1MAE8	F1MV20	F1PBW2
Q8TF71	Q8CA71	M0R9J6	E1BFT0	E2R9Y4
Q9ULG6	Q9Z0S9	Q568Z7	G3MZB1	F1P8K4
Q9P246	P09056	D3ZIS5	-	-
P35869	P22339	F1M4C7	Q3SZJ9	E2RBD5
A0MZ66	Q8K2Q9	A0A0G2JV04	Q2TBG1	E2R0J8
Q8IV03	O88874	Q6MG06	Q32L85	F1PLR7
Q86XX4	Q4LDD4	A0A0G2K0K3	F1MZ73	J9NTX3
P14314	P27546	A0A0G2JXP3	E1BGI6	E2QV83
P25800	Q99JB4	Q62986	F1MET1	E2RCL2
Q8WV07	Q8K215	D3ZIC9	F1MIH8	F1P6H8
P36543	Q9D753	-	-	-
O60812	P35396	Q5FVQ1	F1MSN0	E2QZQ5
Q9NYL4	Q69ZM6	Q5I0H1	E1BAR7	F1PKP8
Q6UVY6	Q61190	Q6T3U3	-	-
Q9H115	C8YR32	P70555	G8JKW9	J9NV00
Q8N1I0	Q61183	Q4QQU6	F1N5I2	F6V358
Q9UP83	Q8BVG4	P08290	P13214	F1PNS9
Q96HA7	Q80WG7	G3V837	F1MZV4	F1PQW8
Q96EH3	A2AJW4	D3ZWE0	Q2LGB7	A0A0A0MPB0
Q9UQN3	P42581	G3V985	F1N739	E2RLN1
Q9H0J9	P17532	Q5XIB9	E1BEQ6	F1PFF2
O00479	Q9JK38	P29995	F1MF21	E2RG88
O00217	A0A0R4J078	G3V6U6	E1BA36	J9P2H1
O75626	Q8BM75	D3ZH46	Q3ZBG1	F1PRN4
Q9BPW0	P28474	D4A5V8	A4FV12	E2R848
O60291	D3YWE6	Q62753	A5PJU6	F1PQL6
O95479	O35245	Q4QQU5	F6PMQ1	-
Q9H6K1	Q8BJH1	B2RYI0	F1N5N2	J9NV14
Q13444	P97370	D4ABM3	E1BEW3	J9P716
Q5VWJ9	Q8K2X8	M0R490	G3N2I9	E2RGR5
Q9UNL4	P63072	-	-	-
Q9H3S7	Q8VD65	G3V6X8	E1BEZ8	F1PV75
Q9NX47	Q9Z0H7	B1H267	A6QLW0	F1PU81
O43829	Q8CDU4	D4A533	Q2NL19	E2RLR0
P26651	P81270	P08081	Q2KIK0	F1PBV3
P23467	Q8R310	Q08406	F1MMX1	F6XPH4
Q709F0	O70571	Q5BJS7	P19483	J9NUS1
P07305	Q8BWF0	A0A0G2JY82	F1MTV5	E2RJW5
Q13216	G3X977	P56222	E1BLX3	F1P9T0
Q16825	Q9CZJ1	M0R4F8	F6RLA2	J9P4E6
O43439	O88351	A0A0G2JYS9	F1MTP1	F1Q1W3
Q3T906	P29121	F1LQE6	A2VE85	J9P4H1
Q8N3Z0	Q64311	A0A140TAF5	Q3T135	F1PIF0
P36383	Q3URI0	Q925A9	F1N5H1	F1PVZ4
P16473	Q8K4L3	D3ZIH5	Q3SYS1	E2RLY7
Q8TDM5	O08914	F1M4I5	F1N0T1	F1PDW9
Q9NZB2	O08807	Q6AY09	E1BP59	F1PMX4
Q8N766	A1L0T3	P19132	E1BK74	-
Q86V15	Q8K3F6	P48500	F1MBG9	J9NZ75
P0C024	Q9CQ48	-	-	-
Q9Y5J3	Q0P678	Q5I0I8	Q8WNW7	F1PBX6
Q9NP77	Q8R2M2	A0A0G2JZE7	-	-
Q99720	Q62440	D3ZUP3	Q0VFX9	E2RGY4
P28065	A2A484	Q9QX67	F1MBQ1	F1Q2T5
Q5T9A4	B1ATZ1	Q5U2V8	F1MZD9	E2RQX1
Q9Y2K6	Q8R3B7	F1LNK6	F6QLM5	F6UTK9
Q3SY69	Q91WD1	Q6XQG8	F1MH01	J9NUW8
Q6ZTQ3	P97347	Q5I0H0	F1MWP6	P52211
P42261	Q99N13	Q8K597	E1BHD8	E2RC60
Q9BZZ5	Q9WVF7	M0RC65	P26285	E2RH44
Q9UH77	A0A0R4IZW8	B5DEJ2	Q2NKR5	J9P4X5
Q9H6D7	Q68FD5	-	-	-
P62942	O54916	D4A644	-	-
Q9UMG1	Q8BQX5	Q6MGB8	Q58DT5	E2RE83
Q9NW38	Q7TPM5	-	-	-
P01892	Q8R0J7	-	-	-
P43632	Q3UID4	Q8K593	-	-
O15042	E9PUK6	D4AAT4	P04973	E2RKF8
Q9Y342	Q68SN8	-	-	-
P43155	Q504M8	Q5XIL8	Q17QR6	F1PKE8
Q8TE68	P22907	Q62909	F1MLQ7	E2R088
Q969F2	Q63943	E9PTR4	F1MFE8	E2RRF5
Q6R6M4	P30987	E9PT23	F1MI30	J9P448
Q9P021	Q60764	A0A0G2K1E3	P01001	J9P6G0
Q9BQ70	Q923U0	Q5RKJ7	F1MN49	F1PU41
Q9P2E3	P97315	F1M7T6	Q0VCW2	E2RIY7
P26378	P35295	A0A0H2UHH0	F1N3K2	F1PD99
Q8NCB2	Q9JJK5	B2RZ73	F1MXX5	F1PPR3
O75145	Q8R5B6	P60192	F1N5K1	F1PTW9
O94782	Q8VEJ3	B0BMU7	-	-
Q5VWG9	Q8BML1	G3V6B2	Q29RR9	F1PS06
Q15545	Q9D075	D4A8C0	G5E5W1	D3DMB4
P63162	P62492	Q5XI04	F1MRZ0	E2RTL6
Q6UWU4	Q5U4E2	-	-	-
Q9H223	Q05769	A0A096MK15	F1N101	E2REZ2
Q9H3P2	Q9CSH3	A0A0H2UHK1	F6QFC2	J9P816
P36575	Q8R3N1	Q68FT1	F6QKI1	F1PGX2
P62256	Q9CYA6	Q9WUH4	E1BLV6	E2R1V3
Q53H82	Q9QXZ9	Q642G2	A9Q1J5	J9P4Q2
Q14761	Q3UEG7	D3ZBB3	A1L552	F1PV85
P54829	A0A0R4J073	Q4G050	E1BH25	E2R345
Q96RS6	Q8C436	D4ACP3	F1N3H4	E2RCV8
Q15349	P23591	Q9Z1W6	F1MG35	E2R0K5
Q9BV86	Q8K2D3	Q62950	G3X7V3	Q1W2J9
Q9UF11	Q8K012	Q641Z7	Q3ZBR5	E2RKQ0
Q9UBV7	Q32NY4	F1LZZ6	Q0VCG0	J9PAH3
P57076	P48320	-	-	-
Q9Y3T9	P70441	D3ZM69	F1N1I6	F1PCA6
P49006	P07607	F1LUS8	Q17QM9	F1PEZ9
Q8TCC3	A0A0J9YTV4	A0A0G2K1J1	F1MXI0	F1PMJ1
Q9NQ55	Q8VEB1	Q5PQL9	Q5E950	E2REA8
Q96N66	Q9EP75	D3ZSU8	-	-
Q13427	P70662	Q6P9X2	G3N2M5	E2RCS7
O75489	Q9EQH3	F1LP76	A2VDU3	E2RB31
Q96JY0	Q61712	E9PT91	Q32S29	J9P2B7
Q495A1	Q9CQ91	A0A0H2UHS1	F1MHW2	E2R971
Q76N89	Q9D1T0	A0A0G2KA10	F1MG90	J9NV81
Q9Y5Q8	Q9CQ62	Q6PEC4	F1MMZ9	E2QWQ1
Q9H2G9	Q8K4F5	D4AA94	F1MLV6	J9P276
Q7Z5R6	Q6PAC3	A0A0G2JWV8	A6QLA4	F1PVH5
Q96IV0	Q71RI9	D3ZUX5	Q1RMT7	F1PFR3
Q9UNZ2	Q8K259	F1M0B3	G5E6I7	F1PXZ6
Q6PGQ7	E9QNN3	B4F7B7	F1MEB8	E2R185
Q92552	P59999	Q5U342	-	-
P61218	P10923	F1M391	Q2KI79	F1P9I9
Q16644	Q80XU8	Q5XIB8	A2VE79	J9NV58
Q13162	Q9ESZ8	A0A0G2K2C2	Q3SZD4	F6UXI8
Q15464	O88898	D3ZYN2	Q56JZ5	F1PNY0
Q58A45	Q9D8S9	D4A349	P00847	E2R680
Q7Z6M4	Q8C8U0	P85973	Q27955	E2R3E4
Q8WVE6	D6RIL5	Q66HH3	A6QLJ6	E2QRS1
P84077	Q3U3M5	O35819	A5PJP5	E2QY74
O00499	P53569	G3V6G7	F1MZD8	E2RQ10
Q14722	Q7TSV9	D3ZXI0	A6QQ81	Q95N78
Q8N6M3	Q91VV4	Q4V8G5	F1MQ34	F1Q3Q6
Q9UKX3	Q8VED5	D3ZCY3	P07471	F6XCN6
Q8IW19	Q60829	-	-	-
Q8NHY2	O35382	F1M7Y5	Q58DN4	F1PZN0
P13725	Q62452	-	-	-
Q9HCF6	Q9JJE4	O35820	A6QR37	E2RLG3
P30626	O70494	-	-	-
P30050	Q6ZWR4	Q6P3V9	F1N578	E2R0L9
Q9BY32	B1AV20	D4A516	Q5E9R1	E2QTY7
Q68D10	Q5M6W3	A0A0G2JZ71	G3X7G0	J9JHA3
Q8NAP3	Q9WU39	F1M785	E1BBU2	F1PD97
P23327	Q80YF9	F1M471	Q2KJD9	F1PN08
Q13061	Q8K159	-	-	-
Q9H8M7	Q7TPM3	Q4V8E4	G3N1D1	F1Q2L9
Q8N961	A2ALW2	D3ZE72	Q3T0T1	E2RC29
P09211	F6ZDS4	Q63470	Q3ZBT6	J9NW81
P07478	Q3U9N9	A0A1B0GWU7	P98107	F1PH06
P30711	Q9D485	D3ZQT7	Q3ZC23	F1PPR7
P55795	Q9CQF3	F7F0B1	A6H7B7	F1PI20
Q6PFW1	Q3UHG7	M0R7K1	E1BC74	E2RCI0
Q8NAP8	Q6P9Q3	A0A096MJ28	F1N7A6	J9PAK7
O95139	Q9JHL1	G3V6V6	Q5E981	E2RMH9
Q16821	Q8BU14	Q6P9U6	A4IFM7	J9PAT0
Q9HB96	Q8VI88	P19944	F1MAZ7	F1PPC4
Q8N988	Q64695	A0A1B0GWU1	P43033	F6Y598
P38405	Q9CW79	D3ZBU8	F1MTI8	F1P7G0
Q8NAU1	Q62559	Q63622	A0JN83	F1P6A3
P36776	D3Z3U5	G3V6T9	A3KN51	J9JHP5
Q9BSB4	Q3UNX5	Q5U2V4	G3X6N5	E2RL86
P20339	Q9D7N3	D3ZVP6	Q32P99	E2RJU5
Q29RF7	Q6NZL1	D3ZWV8	F1N6C1	E2QVW3
Q9UKK6	Q9DBZ5	D3ZR64	F1N1G6	E2RQY7
O60701	Q9WVG6	P63170	E1BGI2	F1PG97
Q9BZL3	E9PYI1	Q5XI23	Q2KIQ3	F1Q1T8
Q15303	Q9D071	-	-	-
Q8WUM9	O35682	-	-	-
Q13698	Q9QZ57	G3V6N7	-	-
Q9ULJ1	Q9D7X3	D3ZQH3	F1MQP4	F1PXG4
Q6JQN1	P56671	Q6AXQ8	Q5EAE5	E2RF91
Q04724	O70469	-	-	-
Q8IXF0	P47877	D3ZMI0	E1B7G2	E2RQX8
O43474	Q924Z4	F1LMG4	F1MJN1	F1PDN4
Q9P289	P61027	P70583	P18246	F2Z4N0
Q9H255	Q9D869	-	-	-
Q9H0F5	A2CGA3	Q6MG77	F1MCP7	F1PBL1
Q8IWU9	Q8CE33	P55926	Q8MJG0	J9NVG0
O60684	Q9D706	A0A0G2K527	Q08DQ6	J9P5N6
P20155	Q8VCZ3	Q5M881	F1N0V8	F6XHP7
P82664	Q9QXV1	F1LRK1	Q5EA55	F6V7F8
Q9UIL1	O08734	M0RAW1	F1N381	J9P860
Q01892	Q7TMH0	D4A8L7	C8KIL7	E2RGC8
O15397	Q925I1	B0BN85	F1MX40	P61162
O60500	P16015	Q8VHK2	E1B968	E2R9L9
Q5H9I0	Q5H8C4	D4A626	F1MU60	E2RED4
Q9NVN3	Q8BHW9	B0BMS9	F1N2K7	E2R5G8
P25101	Q9CXR1	D4A2A9	F1N784	J9P0A8
O75153	Q9Z2V4	D3ZHK4	A6QNL2	-
Q7L523	Q9Z0S3	Q9Z0W0	G3N3M3	E2RFZ4
P30038	P60904	Q6IRJ1	F1MTK6	F1PZY2
Q6ZMR3	P97822	D4A3X9	P00711	E2QXT1
Q6AI08	Q80XK6	-	-	-
O14828	A0A0R4J293	Q99M64	F6QNX4	E2R4W0
O95219	Q8C0P0	O35370	E1BNA4	J9JHU5
Q8IX03	E9Q6A7	A0A0G2JWJ3	G3X7E2	-
Q16236	Q62101	B2RZB5	-	-
Q5JTC6	Q9CPU4	-	-	-
O14512	A0A0R4J1A1	Q5XIK6	A4IF90	F1PRH9
O15034	Q8BGV9	Q5EBA9	P79100	J9NYD6
O75815	Q9QXG4	Q569A6	Q645M6	-
Q9HBY8	Q9Z2Y3	O54772	A6QQT4	F6XRW3
Q9BSE5	Q3TZB5	Q8R2H7	F2Z4F6	F1PBM7
Q9NW64	Q69ZL7	A4L9P5	F1MLG7	F1Q1Q9
P35523	Q3U0M1	F1M6W1	F1MPP5	E2RGR2
Q9Y548	Q9CQ22	M0RBQ8	Q58DD1	E2QY09
O60303	Q8BRX9	-	-	-
Q9UPZ9	Q8BRB0	B2RZ78	Q0II31	J9NST9
P51808	Q52KR3	D3ZGQ8	F1MB39	F1P6B3
Q13087	Q9ESD7	D4A3U2	E1BM00	E2RL79
P98196	E9PZQ0	G3V945	E1BNM9	J9NV54
Q9NQX5	Q8C561	Q63312	F6RDV6	E2RCK8
Q5T6F0	Q62446	A0A0G2K889	Q0VBZ2	F1PQ60
P08648	Q6GQT1	Q5XII2	F1MS25	F1PRC9
P54760	Q9EQ06	-	-	-
Q01973	Q61738	-	-	-
Q8TAU0	Q9D2W5	A0A0G2K809	Q4ZJ65	E2QU14
Q9UNN4	Q925F3	D4A2W7	A5PJC7	E2R3F8
Q9UPV0	Q8VEK6	Q6DGG4	-	-
Q13901	O88745	-	-	-
Q9NQT5	A0A140LIY9	P84060	-	-
Q9BR77	Q9DBE0	D3ZW89	Q3SZH5	F1P8S2
Q9UBM7	Q9ESG4	-	-	-
Q9UPN7	Q3UHL1	D3ZAB1	Q2KJ61	E2RT57
Q92994	Q7TPN9	Q63538	Q0VD53	E2REB4
Q9UKN8	P62881	C7E1V1	Q9BE40	J9NUX7
Q9H2D6	Q9QY42	G3V8F3	E1BMH4	J9NRJ9
O95057	Q6P9J5	B2RZ37	Q08DN9	F1PDF6
Q92874	Q8BIQ8	A0A0G2JW79	F1N5U0	E2RKS1
Q9NTI7	Q62087	F1M9W9	Q1JQA4	F1PK32
P41002	O35400	E9PTY6	F1N5I1	E2R1L4
Q96DT6	Q9R0I7	G3V7X9	Q32PJ4	E2RFR2
Q6P1N0	P31360	D3Z952	F1MDC2	E2R842
Q96G30	O54831	Q9QWM1	F1MFE7	E2RCY1
Q08426	O35207	A4V8B4	E1B941	F1Q1S4
Q99733	Q8K1R7	Q3T1K5	E1BIX5	E2RDB1
P51570	Q99NH2	Q9QX69	F1MLE8	F1PC28
O15294	A0A286YD43	P41777	F1MQ96	E2QTR2
Q15468	O35732	-	-	-
Q96FV0	Q60779	G3V671	G1K1P7	J9NWK4
Q9NVA1	Q6PHQ8	F1M0V4	Q32KX7	F1Q041
Q14181	E9PXB7	Q8CJB9	F1N7N7	F1PCX4
Q9Y6A4	Q33DR2	Q3MID9	Q2TBN3	F1PNW3
P55040	Q8BQC3	D4A0Z0	A6QPL9	F1PQ57
P05387	Q01320	B2RZC6	Q3T0I4	F1PSI7
P48740	Q5SSF7	F1M2C4	F1MK10	E2RR27
P49137	G3UX50	D3ZAX5	E1BNJ0	F1P809
Q99748	Q9EQS9	Q642B9	-	-
Q7Z419	Q9QZN1	-	-	-
P53816	P17515	P97712	F1N4J4	E2RGI6
P42263	E9Q0B6	Q02294	E1BMH1	E2R175
Q14500	Q3TDD9	Q4V8B0	E1BGY2	E2RIL8
Q8TBF4	Q9JLI8	A0A0G2K9C0	E1BP91	E2REB2
Q9Y4C8	Q99PW8	Q53E76	A8YXZ2	F1P6D2
Q9NVC6	P14234	P50569	E1B8P0	F6Y7G5
Q9ULL4	Q91V27	O88638	F1MCA3	F1Q3X6
Q9BZR8	Q9CYZ8	P28073	A4IFP4	F1PYN6
B0YJ81	Q9D2Z4	D4AC39	F1MYG1	P68280
Q9UHY7	Q1HDU4	Q9JJM7	A0JNA5	F1PXE1
Q9HCE5	B8QI34	O88618	E1BPZ2	F1Q3F9
O60656	Q9CXV0	Q9Z2Y1	E1BI17	F1Q302
P02656	A2AN37	D3ZMJ5	A5PJU9	E2QUI5
Q96E29	Q91XU0	G3V715	Q32LN1	E2R432
Q8N5M1	Q8C181	F1LVT1	G3N143	J9P516
Q96FT7	B5THE2	F1M0C4	F1MJR5	J9NWQ7
P78552	P28862	D3ZD31	E1BJW3	E2R7J0
Q9Y4Z2	Q80TR4	Q08834	Q17QU4	F1PWG7
O60711	P10749	D3ZJ15	Q05752	F1PJZ8
P78380	P09920	F1M389	Q2TBK5	E2QW43
X6R868	Q9EQC4	F1LVN3	G5E6Q2	F1Q3F5
Q0VG06	H7BX78	G3V6N9	F2Z4I6	E2QYE1
Q9BYC5	Q924C6	Q8VBX1	F1N1K1	G1K279
Q12857	P57716	G3V8T9	A7YW98	E2RKS4
Q9BYS8	Q3V1Z0	B0BNM4	-	-
P49720	Q8VBV4	-	-	-
P02585	G3X8V3	Q641W2	E1BFV2	F1PEX0
Q16134	Q91YE6	Q8K3U6	E1BJF5	F1PA82
Q9NQR4	A2AD83	F1M5M1	G5E5M0	F1P8R0
Q99570	Q6R891	B2RZ82	Q2NKS3	J9PB88
Q9Y5B0	Q99MH6	-	-	-
Q8N4U5	O89103	B2GV79	F1MDT8	F1PTM6
O43187	Q9CR13	B3DM97	F1N5B7	E2RAX6
Q15560	P47856	G3V8A4	F1MMK3	E2QXP4
Q9P013	O08848	-	-	-
Q9NP58	P04186	-	-	-
Q9Y6Y0	P51141	G3V6U4	Q3T0Q3	J9P9U7
Q5VT52	Q8CCP0	F1M7U7	F1MGQ7	E2R9R7
Q04759	Q9DAB4	D4A0G7	Q2KI23	E2R800
P00736	Q8C2A2	Q5PPH0	Q32KZ6	F1PR56
P09871	P98086	D4A4K3	F1N209	E2R745
Q9UJY1	Q810M1	D3ZS50	F1MR06	F1PV63
Q9UNI6	P56213	A0A0G2K5I8	Q2TA24	F1PGU2
P38117	Q3UPH7	D4A2H8	F1MXY4	F1PUA2
Q9P275	Q8BUY8	F1LNV0	Q17QR2	F1PB67
Q9UBK8	Q3V384	M0R749	F6QN63	E2RG11
Q8NHG7	Q3UYH7	D3ZUL4	F1N5V3	F1PAA2
Q1XH10	H3BL40	D3ZY54	F1ME21	E2RTL9
O15230	Q9CZK6	Q5XI79	F1N385	E2R4V8
Q9BRT6	Q3UMG5	F1LV37	E1B945	F1Q482
O15264	Q8BP47	A0A0G2K2V2	P53619	F1PQA5
Q9HB71	Q9D8T7	Q498R3	Q3MHJ9	J9NS42
Q9ULM6	Q8CHP5	G3V6Y4	Q3ZBX5	E2RFL9
P57735	Q6XJV4	A0A0G2JV26	Q3SZ24	E2QX95
Q32MZ4	Q9ES28	G3V7A4	B0JYR2	E2RPN7
Q9UMP2	P70227	F1LX22	F1MCN8	F1Q0T2
Q9BW11	Q9CXP9	A0A0G2K229	Q3T0Y3	J9NSC4
Q14651	A0A286YCN8	A0A0G2K1A9	E1BMJ0	F1PY31
Q8IXI1	Q62481	F1LMK0	F1MF64	F6V2B9
Q9BX95	Q9JMF7	-	-	-
Q8N531	Q5SYL3	Q91Z63	E1BMN7	E2QY28
O60725	Q6NSU3	Q5XI20	G3MZ49	F1Q3P2
O75319	Q8K4P1	D3ZKX9	E1BNU2	J9NTR5
P21439	B2RX70	P05508	G3MYR9	E2RDD2
Q3MUY2	Q9WTL4	G3V7P9	-	-
Q8NEE6	Q8R4V5	D3ZW34	Q1KZG0	F1Q3D7
Q8TCY5	Q8BMT0	E9PT72	P28327	E2RAJ4
Q14686	Q921N6	P21913	G3MXV0	F1PRG4
Q9BRR3	Q7TSA3	F1LPR0	F1MW33	E2RNI0
Q9NY97	Q920P5	D3ZYF5	A6QP37	J9NX68
O94887	Q9QYB5	Q5U2R7	E1BPN5	F1PS73
P13056	Q9CRW3	R9PXY2	Q17QN8	E2RSQ9
Q8WZ59	Q3UD82	P32755	Q3ZBW5	P27597
Q8N8S7	E9Q4S7	D4ADR2	P31408	F1PVY6
Q6PGN9	Q99K30	F1M7P1	G3N214	F1PUL4
Q86XJ1	Q8BSM7	A0A0G2JWD0	F1MZE7	J9P5T2
Q13188	O09116	M0RCC8	E1BKJ9	E2RSJ5
Q9UKI2	P97382	-	-	-
P09936	Q9WV54	-	-	-
O75427	O54967	-	-	-
Q9NPF2	P47873	M0RBT9	G5E5M1	J9PBB9
Q66K74	Q8BLR2	B2RYW3	E1BDF4	Q076A4
Q9Y2B0	Q9CT17	-	-	-
Q9UL63	A6PWE0	D4A2G7	A7YWG6	E2RMS2
Q9H4E7	P79621	D3ZB65	E1BCV0	J9NTC9
Q5HYJ3	Q8VCG4	P18484	F1MQH9	F1PBF6
Q9BXS1	Q8BMT9	D3ZTE0	A4IFQ7	F6XRD6
A8K1L8	Q91YI0	Q6AYE3	Q0II65	F1PF80
Q9UGP5	P35285	F1M853	F1N5U2	F6Y2I2
Q6MZQ0	Q9JKQ4	Q505I4	Q29RK7	F1PP80
Q99550	D3YYQ8	G3V6F6	E1B7A4	F1PAY8
Q9Y572	Q9D8N6	M0R7D0	A7YWQ8	F1PQ85
Q8NHG8	Q3V0T4	-	-	-
Q92729	Q920C1	B0BMV4	E1BNL7	F1P9F2
Q6Q0C0	Q9WTS2	B0BNF5	E1BCT6	E2QYX3
Q53HC5	A0A1B0GRR9	D3ZZR9	O77784	F1PKS3
O60888	B1ASM0	-	-	-
Q9NY27	Q9Z2R9	A0A0G2JXZ4	-	-
Q16820	Q9D0Y8	A0A0G2K1J3	Q29414	J9P9T7
Q13615	Q02384	D4A520	F1N6T8	E2RE16
Q9NYF0	Q8BKG4	-	-	-
A1L3X4	Q6P6M5	D3ZGP6	G3X6G7	F1PWZ5
P55268	Q62191	D3ZN69	F1MBQ2	E2RIY1
Q9NPD3	Q80WJ7	P61480	F1MD58	J9P550
Q8WZ79	Q63836	D3ZDM5	F1MIB3	J9P337
P32246	P55095	F1LM46	Q2TA15	F6XY29
P31371	Q5PT53	Q5QJC9	F1N737	-
Q9NP95	Q8C0F9	Q5BJR8	G5E5P3	E2R952
Q96MH6	G3X9D8	-	-	-
Q96PJ5	Q8C0Q9	Q5GH55	Q08DJ1	F1PDW1
Q9NZB8	Q6IS41	D3ZTF0	A5D795	F1PCC4
O75928	Q91Z50	D4A2R5	Q3ZC95	F1PB08
Q71RC2	Q9DC22	F1MA20	Q0VC18	F1PM49
O96004	Q5DU57	D3ZF39	E1BCW2	F1PIH1
Q53HL2	Q61765	A0A0G2K0C2	P26377	E2QRV9
Q96MH2	Q8C5J0	Q6QI44	F1N1R4	F1PAD0
O15541	O54724	P53812	F1CYZ1	E2RRZ8
O94906	Q9Z1E3	R4GNK3	E1B7K5	E2R0A6
Q9P2D3	Q60825	A0A0G2K0U8	Q148E0	F1PR54
Q86TS9	O35451	E9PT58	F1MBN9	F1Q1N7
Q9H1E3	Q9JI19	Q2IBD0	F1MIU3	F1PR39
Q12792	P70268	P19468	-	-
Q9Y3A2	Q80WC1	-	-	-
Q9HBJ0	Q8BUZ1	F1LPF2	P58874	E2R7P9
Q6NUM9	Q8BI79	Q6AY32	F1MBR6	F1PZM9
Q9H6F5	Q9CWT6	F1MAD2	P11023	F1Q034
Q6PCD5	Q920Q8	Q6AXS5	Q58DW3	E2QYQ9
P59768	P56542	D4A221	A5PJL0	E2RDZ6
Q9H7P9	Q8BSD5	-	-	-
Q92930	P30882	D3ZEW7	E1BJ22	F1PYV0
P54368	Q3U4N2	A0A0G2JSL2	-	-
Q86YP4	Q8K3F7	-	-	-
P49588	Q80Y84	A0A0G2K160	A5PKF8	E2RFB6
Q9Y608	Q7TMD7	Q6AYF4	B0JYR0	J9NX41
P17544	D3YTR3	D3ZTL5	F1MIK5	Q9N280
Q14C86	Q8BG32	F1LNV7	E1BCZ2	E2RHY0
O95197	O35316	F1M8G0	F1N5X5	E2R5D3
P54709	Q8BZQ7	B1H232	F1MW66	F1PYR0
O15540	Q8CFU8	Q9JLJ3	F1MKT0	F1Q3U2
Q9BYG3	P27048	M0R9T2	Q95KV1	-
O94952	Q8VEG0	D4A164	F1N7C1	J9NXI6
Q09328	Q8VDL9	-	-	-
Q6UWQ5	Q3UW41	A0A0G2JY31	F1MCE2	E2RN46
P26447	Q8C4J7	D3ZS28	A5D7N6	E2R3J1
Q9UKC9	Q80TD3	Q9QYP1	Q17QN5	E2RBU0
Q15286	D6RJM5	-	-	-
Q01064	Q64281	D4AA14	F1MMK7	F1PSS9
Q14123	Q3TTC2	P09216	F2Z4C0	E2R9Z6
P35221	P15105	-	-	-
O00566	Q9JMJ2	-	-	-
