B7NZM8	A0A286XBQ9	W5PAQ3	M3WE16	F7BJQ7	F1P6I3	A0A287APW0	P67939	P19139	P97855	P07306
G1TUV9	H0VX19	W5PN18	A0A2I2U9F3	F6QBK9	F1PLX4	F1SL22	G5E6S8	D3ZCY3	Q6PFX6	Q9UJ04
G1TA71	A0A286XYL9	W5PLI0	M3VY44	F6V308	E2R525	F1SSM4	Q1RMR1	M0R6L2	Q8C6C9	O94876
G1T4N6	A0A286Y4L3	W5Q567	M3W633	F6SMD3	J9P3B0	F1SKI1	E1BHG2	P27653	A0A0R4J0B5	Q53F39
G1T4F9	A0A286XKZ6	W5P2R1	M3WVJ2	F6VZ05	E2RG35	A0A287B231	F1MHT3	A0A0A0MY07	P35492	Q13733
G1SDM1	H0VF01	W5P4Q5	M3X3M9	F7CM51	J9P6C1	Q06A97	F1N038	D3ZED8	P97393	Q13191
G1T381	H0UZD7	W5PS86	A0A2I2V171	F6W026	E2QTY9	F1REY0	A5PJI8	A0A0G2JUJ3	Q6P1I6	P16471
G1T0Y2	H0V613	W5NXU0	M3WF40	F6Q620	E2RG64	F1SSJ1	Q2KIJ2	D4A4R8	B9EHK7	Q9NYY1
G1T2H9	H0WAA1	W5PVU5	M3WMN0	F6THN3	E2RLX8	A0A287BKC6	E1B988	P20395	O88384	P51153
G1TSK5	H0V2P9	W5PUA1	M3WRH9	F7AF31	E2RRP9	A0A287AA53	Q3T0T1	D3ZUL1	Q9JIM1	Q86VV8
G1TLI5	H0VEV0	W5Q9Q5	M3WDJ8	F6Z4L6	F1PSK3	F1RJP8	E1BLT9	D3Z9H7	P11627	A0A024R6G0
G1U2N4	A0A286XN52	W5QAE9	A0A2I2U9Q0	F7AD02	E2RNS1	F1SK66	A6QL68	Q8CGU9	Q9QYF9	Q5VW32
G1T5N7	A0A286XEF3	W5NPT5	M3WK13	F6YDL8	J9P2H4	F1SEA2	Q0P5D0	D3ZF45	O88844	Q8TD43
G1TXZ1	A4L9L3	W5NXD5	M3WJY5	F7BKH3	E2QUB6	F1RF01	A4FUB7	Q08388	J3QML2	P08572
G1SYU9	H0VJF7	W5PQL3	M3W864	F6SMH1	F1PZA9	F1RL05	E1BA17	P31430	Q8VCR3	Q04844
G1TC70	H0V1T9	W5PFZ5	M3VVP3	F6PJZ6	E2RRM0	F1STD6	G3N214	Q5RKH6	Q8C5D8	P06756
G1TE92	A0A286XDU3	W5PQK2	M3XA72	F6PWM8	F6XJD1	F2Z526	Q58DN3	D3ZUH5	Q6SJQ7	Q96HA1
G1SWH4	A0A286XX73	W5QEL1	A0A2I2U6J2	F6XGS7	F1P8I3	A0A287AG62	A7MB72	Q5XIE4	Q80V03	Q4G0S1
G1SVF4	A0A286XNL2	W5P6T2	M3WJN8	F6Y1I8	F1PBE3	I3LVH9	E1BH64	A0A0G2JV41	A0A1Y7VLV0	Q8N2M4
G1SWR6	H0VL37	W5Q3Y6	M3WYT0	F6ZBF2	F1PEL5	F1S1E1	F1MVI8	F1M7P1	Q6PAC3	P27540
G1SH40	H0W0J7	W5P201	M3WCN7	F7CCF1	F6V7F8	A0A286ZSU8	G3N2F6	Q9JLT5	A0A0R4J032	Q9NZ45
G1SNV1	A0A286XR69	W5PSR6	A0A2I2U2J3	F6S4E1	J9P4L8	A0A287BGD7	A5PJT9	F1LXH1	Q3V0J4	Q8IZ07
G1SXB1	A0A286XQS0	W5Q7Z7	A0A2I2UHA4	F6S9J8	E2RJ35	A0A287ARU6	E1B8Q8	Q7TMA5	P12787	Q9UBD9
G1TGB4	H0UXX4	W5PUM7	M3X2G2	F6SG40	E2R7A2	A0A287A5A4	Q2KI45	A0A0G2JZ83	Q571C7	Q96HW7
G1T279	H0W6H9	W5PYA5	M3XF55	F6Z073	E2RCM8	F1RFG1	E1BEW3	G3V6U4	Q9D0M5	O15287
G1SNR0	A0A286XMF3	W5P670	A0A2I2V5H7	F6X256	F1P9K2	A0A287AY21	F1MBG2	B2GV52	Q9WTL4	Q15772
G1T1E2	H0VVB3	W5P9M4	M3W214	F7CYL9	E2QX66	F1SUF1	F1MRW6	D4A932	A1L0U3	Q8N5V2
G1TYV3	A0A286XL58	W5PSY8	M3VXV2	F6VX59	E2RPE3	F1RQP0	Q3SZP2	D4A678	Q69ZN7	Q9Y6I9
G1U8V5	H0VKH3	W5PZV4	A0A2I2UBB3	F7DFY3	E2RKI6	F1S8W5	E1B9Y4	D3ZD36	D3YZR2	Q6ZN96
G1SP77	H0V934	W5NQ92	A0A2I2UJN2	F6UZQ8	J9NUB1	F1RZ91	G3N2M1	Q63520	Q91XY3	O60296
G1U033	H0W4R5	W5PWL5	A0A2I2V2P6	F6WUF9	E2R469	I3LFY5	E1B997	A0A0G2JWW0	Q8BMJ7	P60059
G1SRJ7	A0A286XQV1	W5QFL3	M3VVI0	F6WHE2	F1PIM3	F1RUX3	F1MY80	D3ZQ41	P49962	Q9Y6I8
G1SRE3	H0VTL3	W5PZ29	M3W492	F6X8T2	F1PT94	I3LLU5	F1N6W0	Q64259	P50752	Q96MT7
G1T0P7	A0A286XJ57	W5QGB3	M3WPG2	F6VBB3	E2R3J8	A0A287AFD9	F1MQM7	Q63454	Q80ZU5	B2R6J3
G1SD98	H0VLA8	W5P7A1	M3WFV4	F7D9N9	E2R8C1	Q95JC8	Q3T0L2	D3ZCT7	Q8BMF4	B3KX72
G1SUT0	H0UVL4	W5PUP2	M3W8E1	F6RAD7	E2QWT1	I3LGX9	E1BJC1	F1M4A7	Q8BXZ1	Q8TBA6
G1SP18	H0VHY3	W5P037	M3XF56	F6U4V6	F1PIK0	F1RX98	E1BJ13	Q8CHM6	Q99PP7	Q9NX38
G1TUV3	A0A286Y4A4	W5NUD6	M3W6V1	F7DCX4	E2QTF7	F1S9Q5	F1MCH1	F1LMA3	F6Z4X6	Q8NDH2
G1TCH3	H0VJV6	W5QEG7	M3WNC7	F6SDR5	E2R861	A0A286ZLI4	G3MZB1	D3ZW02	Q9JHG0	P34949
G1TX63	H0VG33	W5PXL5	M3WTJ2	F6ZRN7	F6XDF2	F1RNA5	A4IFD7	B1WC69	P97770	Q9BX73
G1U8L7	A0A286XSY1	W5PFS1	M3WSW9	F6VEE1	F1P683	A0A287A9C5	A4FUB8	Q63663	P97288	Q9UPA5
G1TBL4	A0A286XMR0	W5QBC2	M3X6Y8	F7BW60	J9P2J3	A0A287B3X6	Q148M8	Q4KLM5	Q9QYL7	A6NE01
G1SE78	H0V1K5	W5PSR3	M3VVU0	F6PQ54	F1PEH1	F1RZY3	Q58DA8	D3ZRD2	Q99P65	O95967
G1SQ82	H0V4A7	W5Q716	M3X777	F7BYY4	E2QZA1	A0A287ALB8	E1BPC9	P0C6T1	P62838	Q9H2F9
G1TCT7	H0W6Y8	W5P2D6	M3WN12	F6PNK4	F6XYA1	F1SBT3	F1MSE7	D4AC70	Q80SX9	Q5T848
G1SCE1	A0A286XG37	W5P9H8	A0A2I2UB40	F6SYI2	E2QY99	A0A287APN6	F1MZB0	P04639	Q8R2U7	Q9UPN3
G1TRM6	H0VKQ4	W5Q673	M3X0K9	F7DLN6	F1PRB6	I3LT34	E1B7C8	O88181	O35602	Q16566
G1T8X3	A0A286Y2V2	W5P0Y2	M3X3Q3	F6U1Q4	J9P1Q7	I3LKS0	F1MRI0	F1M4T8	Q8CIE4	Q6U841
Q95M16	H0VGW8	W5PA70	M3WNZ1	F6VUV3	J9P7B3	A0A287A269	G5E5J0	D3ZVG6	Q5DU00	Q9BQS2
G1TNL3	A0A286XC77	W5PK20	A0A2I2UXV9	F7DAH6	E2RL09	A0A287AWX3	E1BN44	P01346	Q6P3Y5	Q8ND25
G1SLP4	H0UUC2	W5QIG9	M3WML7	F6RX57	J9PA01	F1RY26	Q3SYS5	D3ZNG3	G3XA53	Q9H079
G1SW54	H0VM02	W5QJ85	M3W418	F7AC78	E2RIN1	F1RUZ1	A6QQY8	A0A0H2UHC3	Q9EPU5	Q9C029
G1T4G7	H0VF00	W5PMV7	M3VYG5	F7CGR2	E2RDI7	I3LGU4	F1MCC4	G3V973	Q3U132	Q15622
G1SLS3	H0V688	W5NZ75	M3WHX0	F6V3P6	E2RIJ3	F1S8A3	G3MZH4	Q5EB77	Q8VDP2	Q15546
G1SMY4	H0VL74	W5Q2T8	M3W6W3	F7DQY8	J9P3Z9	A0A286ZR54	E1BDZ7	P55207	P70345	Q8TBG9
G1T1B7	A0A286XG41	W5Q7G5	A0A2I2UIT2	F6TGB5	F1PF61	F1SC78	Q3T000	F1M121	E9PYK0	P35869
G1TTJ9	A0A286Y1D2	W5P3S8	M3W7Q7	F6V4P3	F1PAF7	A0A287AF06	Q3T0C6	A0A0G2JWX9	P70124	O15211
G1TAE2	A0A286XGL1	W5PHW0	M3VYZ8	F6XL78	F1PI27	F1SS24	F1MH34	P46462	P23249	Q8IUW5
G1STP1	H0W9M5	W5PN43	M3WN97	F6W6L1	P62286	P60899	F1MHW1	F1M823	P10085	P30508
G1T2C7	H0UUT6	W5PPG7	M3WKE2	F6YFJ5	E2R5P2	I3LPV8	E1BCE6	P62243	P32442	Q9H840
G1T4E1	H0VPN2	W5PZE5	A0A2I2UN03	F7C4G6	F1PXY1	F1S9W2	E1BFZ3	D3Z8A4	Q9D1A2	Q96RK0
G1SZB7	H0V025	W5Q4L1	M3X3E5	F7BR99	E2QYN4	I3LR30	Q32KV6	Q5MPA9	Q8BMD2	O95294
G1T459	A0A286XMK1	W5PZL8	M3WDF7	F6Q2F4	E2R786	A0A287BMS6	G3MWI2	A0A140UHY1	Q920N7	Q9Y509
G1U7E7	H0VVI9	W5NUT5	A0A2I2U6L4	F7AEX4	F1PY41	B8XSJ7	F1MCI9	E9PU36	A0A2I3BQ67	Q8NEY0
G1TUZ1	H0WDB6	W5QA85	M3W8Q0	F7ARJ9	J9NUC6	A0A287A8I2	G3X7J0	F1LPC8	Q9JKY7	Q9BVA6
G1T6T5	A0A286XSE5	W5Q198	M3W580	F7CC72	E2RFR6	A0A287AF85	F1ME46	A2VD12	Q60876	Q9H0W8
G1SMB5	A0A286XIP4	W5Q7Z5	M3VVA2	F7AYC1	E2R8C3	F1RJU3	F1N4I3	F1LMB5	G3UZH0	Q5BJF6
G1TMM5	H0UYK1	W5PLP9	M3VYN8	F6V1X1	F1P8S4	F1RK75	H9GW41	D4A5C9	Q9JL35	Q6GV28
G1TC50	A0A286XSE4	W5NTE1	M3VZT9	F6VIN3	J9P5F0	F1SSV9	F1MM16	D4A6F3	Q8R089	P17844
G1T9F7	H0VNU8	W5QBL5	A0A2I2UPI3	F6U538	E2RF44	A0A286ZXB1	F1MAU5	M0RCA8	Q8K4V6	Q96AZ6
G1SE20	H0VAR3	W5PUL3	M3WPU2	F6XFZ0	J9NXP5	A0A287AVW2	E1B6X6	Q6AYQ8	E9QK36	Q9UI09
G1SFU4	H0VR45	W5PYW4	M3WWE7	F6TRX8	F6Y250	F1SFJ1	A5PKI3	Q4QQW5	Q922M5	Q9NV64
G1T637	A0A286Y601	W5PFJ9	M3VVE7	F6Y2G4	E2QYE3	I3LV62	E1BGZ6	D3ZEM1	Q6NVE8	Q92828
G1T8J1	H0VKY3	W5NVJ2	M3VXB2	F6Q1U3	E2REK8	F2Z570	E1B8L8	A2VCV8	Q6NZH9	Q8N573
G1SKQ1	H0VVD5	W5P4T9	M3WE25	F6WCF4	J9P0X8	A9ED84	F6QPT2	P48675	Q9DA59	Q53H54
G1TZG1	H0VHM1	W5QA45	M3WRI5	F6TNK5	E2R8T6	A0A287A8U4	A2VDS4	M0R6D8	Q9CU98	Q5TAB7
G1SV63	H0VJ23	W5PT11	M3WBX9	F6Q4X2	J9P7Q9	A0A288CFV7	F1MAV4	P35233	Q6NZN0	P02649
G1TZ88	H0VNZ9	W5PZ91	A0A2I2UM41	F6QXI1	E2R8D3	A0A287AXW9	E1BD47	Q99NA5	E9QLK9	O60759
G1TZ05	H0VNT9	W5QBJ5	M3WUI6	F6YSF0	E2RFM6	A0A287ALR8	F1N658	D4A2I4	Q9R0M8	Q9H4A9
G1U087	A0A286XQI0	W5NWK8	M3WWJ4	F7DWQ7	F6USR8	I3LGH0	Q3MHW7	Q6IE24	B2RX14	Q2F837
G1SZR7	A0A286XWM8	W5PQN3	M3X990	F6QCK4	F1Q013	A0A286ZJH2	E1BHJ4	D3ZXV0	Q8BMG1	Q99250
G1SXL1	H0W9M6	W5P8H2	A0A2I2U2M9	F6TU31	F1PJC8	A0A286ZY76	E1BN52	Q5FVH0	Q9ESL9	Q9UGK3
G1U5C9	H0VFC2	W5Q7V7	M3XD13	F6Y7M2	F6PNY8	F1RKI8	Q2HJ44	B0BMX8	G3X8X1	Q8IZ03
G1STU3	H0VV55	W5PWW7	M3W475	F6X9L7	E2QX16	F1RUY9	Q2NKW0	Q75N33	Q920U5	Q969S6
G1SMK9	A0A286XG48	W5NXY5	A0A2I2V2J2	F6VPW4	E2R036	A0A287B0I6	Q28207	Q8K4C8	Q6R5P0	Q06455
G1TKD0	A0A286Y0V4	B3GS77	M3VUF1	F6VY08	F1PC36	I3L5J6	F6QXW5	F1LRE2	Q9D2Z4	Q5TA82
G1SL52	H0UXC3	W5P5L1	M3W679	F6YXG2	E2RND0	A0A287AYR8	Q3SZI3	D3ZN47	Q8BIV3	Q9UIV8
G1T426	H0VNZ6	W5NY35	M3VVZ0	F6YZB1	E2QTB3	I3LS35	A6QR05	F1LZF5	F7D6J5	Q8N7Q3
G1SZI6	H0WC88	W5PXD0	M3VXE6	F6S7J5	J9P4M4	A0A287B164	Q3MHF5	D4A8F6	Q9R0N3	Q6PI77
G1T5S3	H0VV85	W5PJ58	M3VVH3	F6RYW1	J9NYY7	A0A287A6I2	F1MRM8	O55207	Q9WUH1	Q7L0Y3
G1T7F1	H0V679	W5PXN9	A0A2I2ULP5	F7D4V9	F1P8M0	F1S8F9	E1BPU3	A0A0G2K4W6	A0A0R4J0A8	Q8WVF2
G1SXB5	H0VZ25	W5PHU3	M3VY37	F6SP74	J9P6H0	Q3S853	Q3ZBA7	A0A0H2UHS8	Q8BGW1	Q8WY54
G1SPE2	A0A286XHZ4	Q6H8Q2	A0A2I2V3X9	F7D3H7	E2R9L8	I3LU54	Q95MI6	Q07731	P35969	Q96CG3
G1SHV4	H0VTU4	W5PTQ5	A0A2I2UEG3	F6Z8D0	E2R3I0	F1S3V1	Q9BH11	P55091	Q9DBS4	Q6DHZ2
G1SR29	H0VFS3	W5PNU9	M3WJR3	F6TMH1	E2QYZ0	A0A287B6A9	F1MYP4	A0A140TAJ3	Q9DCH4	Q9H7P6
G1TH30	A0A286Y4P2	W5P986	M3XFR3	F6T8Y6	F1P9S5	Q2EN77	Q2NKU3	D3ZT56	Q8BPA8	Q96DE5
G1SW05	H0VL90	W5NZ03	A0A2I2UGJ2	F6XBI7	Q45FF7	A0A287A962	Q0P5G1	A1L1K6	Q8VIG1	Q8N972
G1TQ27	H0WB72	W5PP81	A0A2I2V1H4	F7BXR5	F1PS00	F1RK22	F1N6I1	F1LP51	Q7TQE7	P16112
G1SP83	H0UT21	W5PE70	A0A2I2UYN6	F7BFK5	F1PX13	D5K8A0	F1MMN3	A0A0G2K278	Q8C522	Q9H2A3
G1TNC9	H0V2V1	W5PAR2	M3X636	F6SFG8	E2RTL7	A0A287B7R6	A6H738	M0RCI4	Q8K063	O94967
G1TZM8	H0W2B7	W5PFD2	M3VX54	F7BZX8	E2R4K3	P49921	F1MM41	Q32KJ8	B9EKR1	Q16720
G1SNB9	A0A286X7Q0	W5QCH5	M3X5F8	F7BKM0	E2RM39	A0A286ZKC0	A6QQ18	D4A5W3	O88892	Q99569
G1T8T5	H0V1F8	W5Q6V2	A0A2I2URT0	F6T0T3	F6UZG3	A0A287B0D1	Q2HJ88	F1LZH3	Q62151	Q6NS38
G1SXX1	A0A286XJC1	W5QG52	M3WXV7	F6W7R5	F1PRT6	A0A287ALZ1	A6BMK7	A0A0G2K4Q5	Q8K1C7	Q9H422
G1SVV9	H0VSF1	W5QH68	M3VUV7	F6UFI8	F1Q3J2	F1SMP5	E1BG98	G3V7F6	Q3V0Q7	P48506
G1TWV4	H0VQK6	W5PJ03	M3W9I5	F6ZSV4	J9NSF3	A0A287AAL7	Q3ZBK6	Q99NH5	Q8BSN9	Q60I27
G1SSZ9	H0VT47	W5PEE8	M3X0B9	F7BS54	F6XLP1	A0A287BAX9	Q59I47	D3ZP13	Q9QZL6	Q92839
G1SIZ0	A0A286XQH1	W5NR12	M3XDV9	F7CIT6	E2RD54	I3LTW0	A6QLG8	P53610	Q8K0Y7	Q14140
G1SP89	H0V4T6	W5PX99	A0A2I2UH11	F7AEV0	E2RHR7	A0A287AVF4	P11966	O35567	Q9DCX2	Q9H7H0
G1TL07	A0A286Y4P5	W5PQD6	M3W6V2	F6VJA9	J9P5G9	A0A287BGN0	A2VE39	Q68FS4	Q91ZX7	Q8NG57
G1SPM3	A0A286XRB6	W5PYX7	A0A2I2UQU8	F6SN70	E2RSM6	A0A287AWM4	Q1LZH0	D3ZTF0	P24472	Q9P104
G1TY09	H0UV72	W5QIP8	A0A2I2U215	F6X4Q2	F1PTR7	A0A287A1F9	G3MXC5	D3ZZX1	Q99KC3	Q6VVB1
G1SJP8	H0VVL0	W5P8Z9	M3W6M9	F6WHV9	E2R0X6	F1SED7	A5D7J8	Q5EBA7	S4R1L6	A1L4K1
G1TAF7	A0A286XD20	C8BKE3	M3WLH8	F7C0P6	Q95165	A0A286ZQZ7	A6QPJ4	O88278	P60894	O95447
G1SV09	A0A286Y0D0	W5PZS7	A0A2I2V2M2	F6SUU0	E2RGP7	A0A287AQ52	F1MCF4	M0R4P9	Q80ZK9	Q9BZD4
G1TQS9	A0A286Y121	W5P1T4	M3WJ76	F6PT43	E2RSH9	A0A287AIC4	P62833	B2RZ68	Q9DCJ1	Q17RB8
G1T073	H0VD86	W5QEL7	M3WIW1	F7BQ43	F6XJE3	F1S8V1	F1MSK4	M0R7D0	Q8R0A2	P22004
G1U417	A0A286XNR2	W5PFM9	M3WK10	F6RIY4	F1PAD6	F1SHT0	F1MMM6	A0A5C5	A0A0B4J1E4	Q9BVK8
G1TLX9	H0W7Q7	W5QAJ1	A0A2I2V442	F6RKT8	E2RQ59	F1RIS4	A8E644	Q5XI03	Q9QYE9	Q5T5P2
G1SM77	H0VDG4	W5QJ32	M3WMI8	F7BZZ0	E2R1J6	F1S0N2	Q32PI3	Q6PCU4	Q7TMM9	O15318
G1TDJ5	H0UYT4	W5NWB4	M3WMA6	F6STZ5	J9P875	F1SR98	A5PKK3	D3ZRG1	Q8R4B8	Q9NQT4
G1SYL1	H0VGY4	W5PNJ3	M3WK93	F6SMZ4	E2RAR0	F1RGU1	F1MT41	F1LYZ8	Q91W10	O14964
G1U0U7	A0A286XA39	W5PPL8	A0A2I2U720	F6X4W4	E2QWC6	A0A286ZS25	F1N261	D4ACL8	Q3UKR0	Q99496
G1T8R5	H0V7H9	W5Q1N1	M3WTU2	F6PM46	F1P997	P01356	F1N173	P23565	Q3V3N7	Q9NQG7
G1U6C2	A0A286X7C0	W5P9N9	M3X315	F7DR66	F1PXK2	F1SH01	E1BLD5	Q80XX9	P54751	Q7Z572
G1TAY0	H0VLB0	W5QBP6	M3W306	F6VU10	E2R7W3	A0A287AJH5	F1MFX6	A0A0G2K2N0	P15208	Q8N6N5
G1T6D4	H0VAU9	W5P5Y0	A0A2I2UX14	F6YEZ9	J9NX83	A0A287A9I8	E1BMP9	Q70AM4	P49443	Q92545
G1TS60	A0A286X8P5	W5PR21	A0A2I2UQQ3	F6SA59	F1PJY7	F1RJU8	F1N231	P62268	P20491	Q8WXI2
G1SPC8	A0A286XNR9	W5NZ15	A0A2I2UZX8	F6R2A1	J9P8S6	F1SSL7	E1BKA5	Q9Z0Z2	P60882	Q32M78
G1T6Q2	H0W279	W5PM25	M3W3Z5	F6TTI6	E2RJY0	F1S0V1	Q32PA7	D3Z8G7	Q7TSV9	Q92481
G1SE52	A0A286XBF2	W5PD74	M3XEU0	F7C877	F1PY02	F1S8E6	P38574	P97839	Q9QUJ0	Q8IZY2
G1U3E5	H0V2A4	W5P9D8	M3W5D1	F6QIU2	F1PG60	F1RRE2	Q2KHY8	Q01986	Q9QXY7	P98095
G1T550	H0VT68	W5NZF3	M3WMF6	F6UZL9	E2RRT4	A0A287A4R1	Q3SX40	D3ZD89	Q9ES52	Q9Y5S9
G1TW08	H0VIM6	W5P2P4	A0A2I2UT42	F6RUI9	F1PSX9	A0A287AX20	F1MV12	G3V9B1	Q8VE52	P55103
G1SV15	H0VKZ1	W5PPK8	A0A2I2USG8	F6X2H4	E2R3P8	A0A287A6M7	F1N337	F1M601	A0A0D2X7Z2	Q0P6H7
U3KP46	A0A286Y4W3	W5P3W7	M3WGZ4	F6S4R4	F1PMG8	F1S3L7	Q0P5E2	Q5XI70	Q9ERE7	O75064
G1SU85	H0V5W6	W5PJH7	M3X882	F7AJX8	J9NUK7	I3LBP3	E1BM79	Q63548	P26955	Q96Q36
G1T293	H0VAV2	W5PTH3	M3WP33	F6W7V8	E2RS53	F1S1M6	G5E5N5	E9PT74	E9QA35	O43307
G1SQ30	H0VJT9	W5PUP0	M3VY32	F6S8P9	E2R272	A0A287AQR3	A6QR11	Q63122	Q9Z0M1	Q96MF4
G1SKF4	H0UWH1	W5PUK2	M3VZI4	F6Z904	E2RPD2	A0A287B311	A6QPK5	D3ZTT7	O70201	Q86T75
G1T8M2	A0A286Y067	W5Q7A0	M3WLT6	F6TTJ8	E2RND7	F1RIP8	F1MTK6	D3ZI89	M0QWH9	Q9H6X5
G1SYL9	A0A286XYJ0	W5PZX3	M3WMP8	F6PI03	F1PXT6	F1RR51	Q2KJI1	Q6IG01	Q925F2	Q9UKU7
G1T3W8	A0A286XDZ0	W5P093	A0A2I2UYR3	F7CTT6	F1PKY9	F1S820	E1BD64	Q03484	Q8C2E7	O95969
G1T4F8	H0W1H4	W5P2E0	M3WJR4	F7BP87	E2RR03	A0A287BQQ1	E1BG64	D4A7G8	P60191	P35221
G1TSA4	H0VRV1	W5QGE2	M3VUA3	F6X680	J9P500	B4ZYI5	P62954	D3ZR52	Q8BG51	A8MXV4
U3KPJ1	H0VTP1	W5PTR9	M3WQ27	F6YGK9	E2QSP3	I3L638	F1MDC9	A0A140TAI1	Q9JI11	P35244
G1T5N6	H0VL98	W5P3I9	A0A2I2UWF5	F7C0E6	E2RSF5	I3LTK3	P0C7I2	A0A0G2K7J3	Q5RKR3	O75635
G1T4D7	H0VDX1	W5PCT3	A0A2I2UAU8	F6RY70	F1PYT3	C1IHT9	E1BMW6	F7EKG3	Q8BTY8	Q8N954
G1SIF7	H0VQ15	Q8SQG7	A0A0A0MQ03	F7AHQ8	F1PF40	A0A287AXW1	F1MYE7	A1L124	E9Q5R6	Q99666
G1TP81	H0UT43	W5PZY0	A0A2I2V2P7	F7BSW4	E2QY24	A0A287AHT1	E1BJ93	D3ZAQ2	Q8C8R3	Q9GZQ8
G1T517	H0V711	W5PI85	M3WP84	F6ZH89	E2R6Z5	A0A287AYQ0	F1MVS0	G3V7Z3	Q9D115	Q8N2Z9
G1SG34	H0UTL9	W5NR84	M3VV57	F6WFN5	Q9XT54	A0A286ZXQ8	E1BHY2	P56500	Q8C8T7	Q9NQ76
G1SHB7	A0A286XLG3	W5Q4M3	M3WV85	F6WAR9	E2QXX6	I3LQE8	F1MRY0	D4A1A6	Q9JI18	Q5BJH7
G1SDV8	H0V2W6	W5QE04	M3WFP0	F7B450	F6Y4X7	F1RZD0	F1MN71	F1M095	O55102	O60907
G1SLV1	H0VAH4	W5NYG2	M3WKW2	F6UKN1	F1PIF0	F1S707	E1BF03	Q3T1H9	E9PV21	Q86TL2
G1SP82	A0A286Y4F4	W5PWH7	M3VZL1	F6VJT8	F1P8W8	I3LQW9	F1MLA3	P81128	Q9D8Q6	P19447
G1SQZ5	H0VHZ4	W5P1A8	M3WK89	F7E2B7	F1Q2S4	F1RWW1	E1B8M0	Q9WVB9	Q6PHU5	Q6XE24
G1SW13	A0A286X8A7	W5PZZ4	M3WEU6	F7A992	J9P1Y8	F1RL92	E1BJI3	F1LPD7	Q91YL8	Q8IUI8
G1SL66	A0A286XYW6	W5PKR3	M3WFS2	F6YI29	F6X487	F1SNY1	F1MPI8	G3V744	Q8C196	P15086
G1SXC1	A0A286XKG6	W5NZZ9	M3WFS7	F6SLX9	J9NUP7	I3L7T1	F1MJJ0	P20689	Q924D0	P62264
G1TQF5	Q06EY1	W5PNT9	M3WKL5	F6Z4Z8	F1P8D9	A0A286ZMH3	F1N6J2	D3ZAS2	Q9QZJ6	Q9H2X0
G1STY1	A0A286XTL0	W5PA47	M3W6H7	F6S650	F1PZW8	A0A287A5I9	E1BJV6	Q64541	P97494	O15315
G1SFH8	H0VRT6	W5P166	M3WHP9	F6W2J9	E2RRN8	F1S5H3	F1N454	G3V841	Q9D0P8	Q5RL73
D6CI21	H0UVJ4	W5PA73	M3W6P1	F6UMI7	F1PXQ3	A0A287AQ64	P56602	D3ZHG7	Q9D479	Q7LBE3
G1SHM9	A0A286XRA6	W5PVF2	A0A2I2UVV4	F7CIR4	J9P1K9	F1RU06	Q2KIU4	A0A0G2K618	P55288	P06127
G1SUE3	H0UXG8	W5QFV0	M3VZ07	F6Q0R3	E2RER3	F1SFL5	Q2NKZ1	A0A0G2K3L6	Q11136	Q8NC42
G1U153	A0A286Y2R3	W5P1D7	M3WM68	F6XZU0	E2RMR3	A0A287ASN3	Q3T0G3	Q566E4	Q3UR42	Q9NZN9
G1TBZ2	H0VWP6	W5NXF5	M3W5D7	F6ZTP9	E2RJ34	B6ECP2	F1MY18	B1WC84	Q69Z38	Q8WXH4
G1TIN5	H0VSW0	W5QB04	A0A2I2UW69	F7B2H5	F1PW17	A0A287APD6	Q148F2	D3Z9Q6	Q8C2L6	Q9NYV6
G1SXF7	H0V1B5	W5PYR9	A0A2I2UTM4	H9GZX5	J9JHQ3	K7GR16	Q5E9Q0	Q5U334	A0A0N4SVL0	Q8N6M0
G1T3H9	A0A286XMH0	W5PTR6	M3WYH4	F6TUY2	F1PDR6	I3LU18	P26377	A0A0G2JZ71	P97355	Q8NBA8
G1TCH8	A0A286XXP5	W5PFG3	M3VX98	F6SUH5	F1PDK1	I3LAZ5	Q2KIN2	D4A3X6	Q62507	P47224
G1SH34	A0A286X8B5	W5P1Q9	M3XFP7	F6TRC6	F1PFS8	F1RI49	F1MMA8	P54848	Q5Y5T3	A8MXV6
G1SHK2	A0A286XWB2	W5P5R3	M3X4S2	F6UZP6	E2R586	F1RN44	Q5E9Z2	Q566R2	Q9D3J8	P30711
G1SZH8	H0UVI4	W5QG36	M3XCB5	F7BL22	J9NZI7	I3LB28	A7YY71	F1LPB0	Q8BND3	P50454
G1TRQ1	A0A286XEU1	W5PAB3	M3WP38	F6VYA7	E2RB66	F1S3W3	G3MZ16	Q6GV29	Q8R100	Q17RF5
G1U567	A0A286Y690	W5Q7U8	M3XCA8	F6SUJ4	E2R0A6	A0A287BHX3	P62992	P83888	P62983	O75459
G1T8G4	H0UXF9	W5PZ63	M3WJ07	F6S4I3	J9P1Z0	F1S113	E1BBC1	O88948	Q7TNJ0	Q86VY4
G1T4V2	H0V8S5	W5QFZ6	M3WFE2	F6X8H5	J9P0X7	F1SSJ8	E1BMD2	P50430	Q07079	Q15814
G1TKE4	H0V442	W5QJB6	M3W167	F6X052	F1PAK4	A0A286ZRQ5	Q2NL00	P97590	Q8BZ81	P0CG20
G1U4L1	H0VWW4	W5PDN3	M3X5G6	F6ZAV9	J9P3M1	A0A286ZRI0	F1MGL0	F1LS72	P35293	P11168
