IIDdog.gw	IIDcow.gw	IIDrat.gw	IIDmouse.gw	IIDhuman_exp.gw
F1PRR2	F1N3P0	Q99PR9	Q99KG1	P43080
F1PXM4	Q58CT4	P40748	Q9WUA5	Q9ULV0
F1PZ30	F1MC39	B1WBS4	Q7TSZ8	Q9Y512
F1P857	Q3ZCE1	A0A0G2K716	Q8BWP8	Q96G75
E2RG50	Q17QE0	Q63273	Q8BGC4	O43680
E2R4G8	Q58DS7	Q63198	Q5SSL4	Q8WVC0
F1PKV5	F1MVR9	A0A0G2K9K2	P32443	Q15051
F1PSS9	A7E3D8	A4L9P8	Q6J1H4	P0CE71
F1PF79	F2Z4E9	E9PTF3	Q9WU78	P05113
P27597	Q5BIM8	G3V7F1	Q8C3X2	P54259
F6X9Y6	E1B7M3	M0R7X9	Q80V23	Q9GZX5
E2RNL3	A6QLT9	Q63467	P68181	P43897
F1P8I3	Q0II52	A0A0G2K977	Q8R2Q8	Q9Y3S2
E2QUL3	F1MQ24	B2RYV0	O55142	Q96G03
J9NSA8	F1MYH7	A0A0G2JVT8	Q80U59	P32314
F6UNZ3	G3X6L4	O35115	P58854	Q9NUP7
E2RAG9	F1MZ08	Q01984	Q5SSM3	O95256
F1P9P2	E1BDD5	P59645	Q66JY6	Q13795
E2R7N4	A5PJG7	Q62867	Q922E6	Q5JUW0
E2QXG7	F1MGP2	D3ZJZ0	Q9QXC6	P15259
J9P9Q0	F1MWV6	D3ZU50	P27889	O95870
F6UVJ4	F1MTW3	Q5EXX3	Q91WG7	O43307
F6XLF9	A1L4Z7	Q5PPL1	A0A0R4J0R4	O95825
F1PMI7	E1BEJ3	G3V945	Q61102	Q9Y5L3
E2RRH2	E1BGX7	A0A0G2K3H4	B9EII4	Q16557
F6UTZ5	F1N4I7	Q9Z2J4	P47856	P53597
F1Q2U2	Q1RMU5	G3V7D8	Q8BSN9	Q9NPL8
F1PB44	F1N1W1	Q5FVN1	Q8BGD8	Q96KG9
E2QT38	A6QPE8	Q3T1K3	Q8R5C8	P48061
L7N0B9	F1MZY0	Q6IMA7	Q91WV7	Q9NQG1
F6UQ33	A0JN98	B2GV73	Q8CFN5	Q9NXR8
E2RRY7	E1BM03	P02650	B1AUN2	Q96BZ8
E2REJ7	F1MPI8	D3ZJ29	A2A8W8	Q13835
J9NUK8	Q9BDI3	Q63572	A2A7B5	Q96NT3
F1PSS7	P04394	D3ZXP7	Q91W10	Q96H71
J9P9E9	A4IFA7	D3ZC89	Q99M80	Q5SVS4
J9NVD0	Q2T9N5	Q4G075	Q99LV7	Q9UI15
F1PGH6	E1BET5	A0A0G2K9R3	Q9Z2E1	Q6NT76
F1PGN5	G3MWM8	Q6DKY8	O70293	Q4G0J3
J9NWW4	G5E508	B1WC04	Q8BIV7	Q02218
E2RGE5	E1BM61	Q68SB1	Q8K2Q0	O60938
E2RBC1	G3MWV4	E9PT54	Q8R418	Q8IZA0
J9P5J1	P10096	Q6P9U9	A0A140LIP2	Q96IF9
J9NTS2	E1BB99	B0BN56	Q8VEK6	Q8IUK5
E2RD63	Q3ZBK1	Q9QX82	Q8CFI5	Q6NW40
E2R1U5	Q2KII6	M0RAM5	Q8BYP3	P01009
F1PJ23	A4IFR5	D3ZIN7	Q8BG81	P53990
F1PVY1	F1N531	F1LZD2	Q91ZA6	Q96NL0
E2RI04	A5D7I1	F1LWQ2	Q8R2T8	P63000
F6Y190	F1MR49	D4ADU2	P62897	Q9HCU0
F1PUL7	F1MII8	Q62803	Q0P557	O75335
E2RK24	E1BK69	Q4V8H8	P28359	Q9BYV6
F1PSC7	F1MW17	Q5FVI5	P47801	Q6PGQ1
E2RR73	F1MC31	G3V817	P0CG49	P27824
J9P3L1	G3N0I5	D3ZJN7	Q8VE09	Q9H772
E2RJ59	Q3T0K9	M0R613	Q02111	Q9UNX3
E2R962	F1MVH9	F1LN88	Q3V1L4	P50583
E2QVX5	G3N048	F1LWG4	Q8K1A6	P01764
E2R001	Q2HJ18	Q5PQN1	F7DCP6	P53370
E2QVU1	F1MGH2	Q5FVL5	Q9JHL0	Q9Y256
E2RHG1	Q1RML6	P70499	Q9CQC8	Q6JQN1
F1PVZ1	E1BDX4	A0A0G2K1E2	Q9QUN9	Q9UPN4
F1P7N4	Q08DT3	D3ZXI3	Q8BH66	Q8N5G0
F1PDI0	E1B783	P30919	P97325	A1L4L9
E2R536	A0JNE6	P25977	Q9JHE7	O43678
E2QZZ4	A5PKD3	P63018	B1ASA5	Q12948
E2R5J8	E1BLU0	D3ZVK0	Q8BW49	O94892
J9NYN8	F1N3C5	P15207	Q60967	B4E2V5
E2RNJ3	F1MWA7	A0A0G2K7D7	Q8CEE6	P46013
E2RSD7	F1MIZ9	A1L1M0	Q924Z6	Q9Y3B1
E2RBJ9	A1A4N2	F1M3B3	P51827	P46952
E2R3X6	E1BKH5	Q5EB56	Q9CR27	Q9Y618
E2R0D9	E1BH49	Q6LED0	Q9Z2Y2	O00341
E2RRT7	F1N3F7	Q2VJ17	Q6TAW2	O00241
F1PBW5	Q9XT56	F1LPK3	F7D4H5	P07602
J9P1G0	F1MFB4	P34900	Q8C4Q6	Q13888
J9NZP8	F1MP98	D3ZDQ2	A2A5R2	Q12893
J9P702	F1N2C5	D3ZVR8	Q3V124	Q9BXW4
J9NY90	Q5EA42	G3V7R0	O54904	Q9BQT9
J9NYI3	E1BI30	Q5PPN0	Q80W99	Q6NUP7
F1PAZ5	E1BDM3	O35827	Q9JKK0	P59990
E2QWV5	E1BP16	D3ZS28	Q8K202	Q9NVR7
E2RLN6	E1BCW5	Q62927	Q9CTW2	Q9BVQ0
E2R0M5	F1MNI5	G3V608	Q7TT79	Q8WW62
E2R7Z6	A0JN91	F1MAF8	G3X9I0	Q8IXL6
E2QXI5	A7E3L4	Q9WV59	O35426	Q01850
E2REX3	F1MNR5	D3ZUL1	Q7TNV0	B5ME19
F1P9A3	A4FUD7	Q5XHX2	P47806	P12829
F1PW16	Q0P5B0	D3ZUC4	O54790	Q8N531
F1PKW2	A0JN59	Q64346	Q9DCN2	Q9BZK3
F1PNP2	E1BNW3	Q6AYJ5	Q9QXK9	Q9UNA0
J9NXQ7	Q58DG7	Q5U204	Q2HXL6	P62736
E2RK71	A6QR55	Q03346	Q8CBY8	Q9UN66
F1P8V7	F1MD66	F1MAD2	Q99LJ0	Q96IQ9
J9NW98	Q2TBI9	A0A0G2JUG4	P36363	Q7Z402
E2R6N1	Q0P5F3	P13221	A0A1B0GSX7	P29122
F1PWX9	A6QR12	Q68FW4	Q3UHL1	P61088
F1P660	Q0II31	F7FLS6	F8VPR5	Q9NS23
E2RMJ9	F1N1J9	Q9ESZ0	A0A140T8I9	O00264
E2QUQ6	Q148M7	P25409	A2AJI0	Q9ULI0
E2QVJ7	E1BJI8	A0A0H2UHK9	Q3UEG6	P49642
E2QUN8	F1N0T6	Q4QQT0	Q8R2N1	Q9NY65
F6XV93	Q3T0X5	Q5I0D1	A2AD39	Q8N1N0
F1PKB9	E1BIN6	Q4KM97	Q8VCZ3	Q8NFP9
A0A0B4J195	F1MV70	D4A644	Q9DBF1	Q86WH2
J9P1Q5	Q5E997	G3V6U4	O55042	Q15573
J9JHD9	F1N6Z0	P54311	Q9ESU6	Q9BTX1
F1PV06	P17248	A1L134	P17047	P51172
F1PX05	F1MU00	M0R9F7	Q02853	Q9BWD3
E2R3H5	Q3ZCE0	G3V7W7	Q8BYZ1	P17174
O77560	F1MW99	G3V7S1	Q9DBR4	Q7L0J3
F1Q298	Q95KV1	A0A0G2K3B1	Q07243	P03886
E2QU31	G3MYP5	A0A0G2JUI5	Q8CIK8	Q9H019
E2RF42	P85521	G3V7V8	E9Q7C4	Q8NA69
E2RRX9	F1MNS0	D3ZHG4	Q8K0L9	Q2M2I8
E2RLL1	P02548	M0R8E0	P58334	Q9ULC3
E2R7F1	Q10569	Q6AYD5	P47941	P52757
J9P7C6	F1MKH2	P23574	Q8BHB9	O95167
P11617	F1MTH3	B2RYQ1	Q91UZ5	Q9Y239
E2RPT8	F1MLV3	F1LPP8	Q9CZX0	A4D1S5
F1PNE4	E1BI65	Q4LEV3	P97352	Q9NPH6
E2R049	Q2TBR0	F1LRZ9	Q3U5C7	G3V3Y1
J9NXV1	E1BLS3	Q8R2H1	Q99JT9	A8K855
F1PDK7	E1B9A0	D4ACU5	O35317	Q86VX2
F6XG82	G3X6H9	Q3KQW8	Q9D1A0	Q9HAC7
E2RJC4	E1BAX4	A0A096UWG8	Q91XX9	Q86X67
E2QX07	A6QP40	Q68FZ8	Q8K119	Q5VW36
F1PJZ0	O18739	D3ZQ30	Q6PCN3	B3KQT9
F1P8X5	F6Q234	Q99MH9	O55242	Q8NHQ8
F1PS09	F1MYV1	D4AAB5	D3Z5I2	Q9Y462
F1PP02	F1N601	F1LN48	Q8BG58	O94779
E2RSP7	E1B820	F1LRK0	Q61771	Q7L8J4
E2RIA5	A5PKA5	Q4KM34	Q8BUR4	Q9UPR5
J9P726	A6H6Z6	D4A8S5	Q91X58	Q3T8J9
F1PBI4	Q17QD6	D3ZD59	Q9DC50	Q502X0
E2R3H7	E1BN39	D3ZLU5	Q6GUQ1	Q12767
F1PXD3	E1BIJ4	Q6P9Z7	P15261	O96018
E2R9U7	G3N2L0	O54861	O54784	Q96B97
F1Q1Z0	Q2KIP1	P41224	Q8BU85	Q9UPZ6
E2QX81	Q5E981	D3Z8B1	Q9D0S4	Q3MIP1
E2RAB7	F1MRA0	Q6AYG3	Q8R124	Q9H0T7
F1PNJ2	P82908	Q5PQN0	Q61006	Q8IZC4
E2QYR5	A5PJQ6	A0A0G2K5M1	Q9CQF4	Q5VYX0
J9P4B8	G8JKX1	Q4QQV1	P30554	Q969M3
E2QTP2	Q2NL21	G3V7Q4	Q8BNV1	Q6PK56
J9PAP8	F1N6K7	Q63046	A0A0A6YW53	O00139
E2RD92	Q1RML0	F1LTJ5	S4R1S4	P26639
E2R702	Q58CV6	Q68FX1	P49070	P61923
F1Q4I7	E1BN23	A0A0G2JXV9	P48379	P29279
E2RLX1	A4FUE2	A0A0G2K459	P26645	P01286
J9P5G3	F1MJ80	M0R6J5	Q9QUR6	Q6KB66
E2RG47	F1MD29	A1A5P4	Q9R1Z8	P17676
E2QYT6	F1MJV5	Q62848	Q922H1	Q8N5C7
E2RPE3	G3MZW5	F1LQT3	P05622	O95391
E2RQ99	F1MK25	F1LWN5	Q5H8C4	P0DN78
F1PRR5	Q32LB8	Q6AYL7	Q8C084	Q8IVW1
F1PKF8	E1BDI4	Q496Z9	A0A286YCN8	Q99081
E2RCP9	Q2HJ60	B2RYG6	P60335	O14497
F1Q1Z8	F1N6C1	Q63540	Q8BG32	Q13296
F1Q436	Q3ZC42	F1LMB5	Q64362	Q9NZJ5
E2R8J7	G3X6R8	F1LRM0	Q9CQK1	Q6UWW8
E2RQ18	Q7YS61	A0A0G2JYQ6	Q8BQ33	Q53R41
J9NUQ0	A6QR61	A0A0G2K6F1	Q9QZ41	Q6P996
E2RMF9	A6H794	G3V7Z5	Q9Z0S9	Q8N6M5
E2QXT7	P10462	Q2ABP3	B2RY50	P48751
J9NYW1	A5PJN2	Q6IRG9	Q0KL02	Q7RTR0
F1Q2P5	Q32LN9	Q62764	E9QP44	Q5TI25
E2RE11	E1BF73	A0A096UWG9	Q91X83	Q86SG3
E2RPS8	A6QPC0	D3ZQN6	Q5RKY4	Q9UL40
E2QRR5	Q3T102	Q5U2Z3	Q9CZ04	Q9BXW6
J9P5W6	A0A140T867	D3ZWZ6	Q64127	Q7Z3V4
E2QWE1	F1N193	P04073	Q8R239	Q9Y5K8
E2RH87	E1BK71	G3V6R0	P11881	Q8NEC7
J9NY06	F1MBJ1	D3ZUQ2	Q8BH75	Q8NEM2
E2R9A5	P80227	D3ZRJ7	Q3THK3	P31943
E2RMB4	Q2M2T6	Q9Z2P6	Q640R3	Q5SW96
J9JHV9	E1BNQ0	F1LVX2	P22907	O14544
F1P8J6	F1MYN8	Q99JD4	Q921J2	Q92186
E2RH48	F1MG70	F1M3U4	E9PZB3	P84077
J9P134	F1N3L7	D4AAG9	Q61315	Q569H4
E2RI61	F1MXK4	D3ZY86	Q571F5	Q8NFU7
J9P9Z9	G3X7U4	Q62634	S4R1M9	P16233
F1Q4E3	A6QLJ2	D3ZXR6	A0A0R4J093	Q8NA42
F1PM57	F1N4I3	M0RCE9	P61294	Q8WYC8
E2RIS8	E1BH60	B5DFJ6	E0CXC6	P21583
F1PV57	Q599T9	A0A0G2K615	P61028	P55082
E2R2D3	A6QPE3	D4AAV9	Q3TZ87	Q9Y2B4
F1PRK5	F1ML32	P0C5E9	Q8R182	Q96SR6
J9P8Z0	E1BMB5	Q5M8B4	P41230	Q96IX9
E2R0V0	Q3ZC65	D4ADM2	B9EJR8	Q9Y6V0
F1PZ71	E1BC59	G3V9S3	Q9WTQ5	Q9NUR3
F1PGI3	F1N2N5	P00406	Q6PAR5	Q9NZW4
F6X9B4	F1MPS5	D3ZNF4	Q80Z38	Q9UBR2
F1PXM5	E1BCU9	E9PTJ1	B2RRE7	Q86T82
E2RNN1	E1BML4	D3ZZE3	Q9CR40	A2RUB1
F6URN8	E1BMA8	G3V6J5	Q99J79	Q9P0M9
J9P6S6	F1N2A1	Q6P6Q6	Q2MH31	Q9Y4P3
E2R6S8	G3N2L2	D4AAZ8	Q5SSI6	Q8IY47
E2RLM9	E1BF00	M0RC58	P41163	Q8WUU8
J9NWK2	G1K1H0	O35800	O08674	Q8WWA1
F1PAF1	F1N7E1	G3V9G5	P02716	Q9NZV8
E2RE61	F1N0L5	G3V9U1	Q99L00	Q9UII6
E2QVU8	A0JNH9	Q4KM93	Q9D1J1	P98173
E2QXZ8	Q2TBP3	P35407	Q149S1	Q8IYF3
F1PPI5	F6PZN1	O88637	O08576	Q9BUV8
F1P9X0	F1N7C9	M0R592	A0A0R4J0N0	Q6MZQ0
E2R6B2	Q3SZB8	P62243	Q9CQG0	Q99895
E2RDH0	E1BBS9	Q5XIA5	Q62225	Q96HD9
E2RJU5	Q0VCM4	A0A0G2K4Q4	D3YVX5	O60248
E2QVP4	F1MTV5	Q66HT1	Q9JK48	Q9BU70
J9P4Z0	F1MWF0	Q5I0E3	Q9JJT9	Q92782
J9P395	Q2TBR9	D3ZMP6	P51791	O75081
J9P407	A0A140T830	A0A0G2KAA1	Q8K2T9	Q9ULE4
F1PCL0	Q3ZBZ6	D3ZWQ5	E9Q3P4	Q96T91
F1PH47	F1MZ76	Q811X6	Q3SXK0	Q5T9L3
E2R0F1	Q3ZBK6	Q5XII9	Q921L3	P41597
E2QWU3	F1MKC6	F7FDF2	A7M7C7	Q6P3S1
J9NSV7	A0JN63	Q9WVR7	Q99J27	Q13619
J9NZD2	F1MIE5	Q3B7T6	Q3U1J0	P35913
E2RK09	A6H772	G3V8M9	Q8BGS0	Q9NRR6
E2R0S4	F1MMF0	A7M746	B1AWN4	Q8TBZ0
E2RF98	F1MG06	F1M403	E9PVY8	P12273
E2RC93	G3N3R1	O70511	Q64332	Q8TCY9
E2RFZ0	Q8HYI9	D4A3P1	Q8VC66	Q13509
F1Q075	Q08D88	Q924U5	Q9CZ62	Q9Y2T5
J9P7L9	E1B8S0	D4ADP4	Q8BX35	Q580R0
E2R7M2	F1MD05	D4ADD8	P58465	Q8N807
E2RBY7	F1MKX8	D4AA66	Q8K015	B7Z9C6
F6UZV8	E1B8C0	F1M6T6	Q8K5B2	Q6UXE8
Z4YHI2	P62992	P21708	P68254	D3DWI6
E2QWK8	Q0VCZ8	F7DLY1	Q9WVK4	Q08AN1
F1P8S5	F1MXN3	D4AD99	E0CZ26	P22748
E2RGZ5	G1K1U4	F1LNS6	Q6PZD9	Q6ZTN6
J9P9U6	Q32PJ4	B1WC54	Q8K1K3	P40763
F1P8L4	A8E660	A0A140TAE6	Q9Z183	O75600
E2RT24	E1B9D1	Q64620	E9Q9K8	Q63HM1
E2RE39	A7YY50	G3V9U2	Q06180	Q6P1M9
E2R4V1	Q3T0I6	Q5M869	Q9JIS3	P07360
E2RNP4	A2VE91	Q641W9	Q9Z1S5	Q52LA3
F1PAZ2	G3X7E2	A2VD12	Q8K370	Q5SZB4
J9PB86	Q3SX05	Q5U1Z7	Q8K1Z0	Q0WX57
E2RAX2	F1MPA7	A0A0G2K889	O08709	Q15208
E2RKA3	Q32LE5	Q63364	P55264	Q8TBC4
F1Q4G7	G3MY74	Q62915	Q8BTV1	Q9UN42
F1PJC9	F1N540	P28826	P70227	Q99733
J9P1Z8	E1BBS2	Q9ERQ6	Q8CAL5	Q6ZPD9
E2RIW1	Q0VCG0	D3ZCG4	Q9CZ69	Q9NWD9
F1PF32	Q3T156	Q66HG6	P18155	P55259
E2RT33	F1MPU1	G3V834	Q3TR20	Q8NBI5
E2RMU2	A6QLW1	D4AE75	Q8K4B0	O76081
E2RSJ7	F1MKY8	A0A0G2JZD5	Q8BK35	P15923
E2RBR6	E1BA65	Q4KSH7	P30561	Q9Y561
E2RGL6	F1MFD3	F1LQJ5	Q8K4H1	Q96C55
E2R822	Q58D15	D3ZA59	O55196	Q693B1
E2RT37	F1MPJ8	A0A0G2JT26	Q6DR99	Q8NG08
E2RCQ9	F1MMY4	Q5U349	Q9ESP1	Q9Y6G3
E2QT06	F1MCK3	Q8K593	Q9Z2C5	P43034
E2RFZ3	A5PKJ9	F1M8I6	Q8CDV4	O43823
E2R2A4	A1L506	Q5U2T9	Q9QVP9	O15111
E2R2X0	Q0VBZ6	A0A0G2JXE0	O09053	Q96RU7
E2RFD6	F1N420	A0A0G2K781	P56812	Q8WVZ9
E2R5Z1	F1MM79	Q08851	E9Q4N7	Q49A88
E2RE83	F1MIF5	D3ZWD0	P04345	Q96F25
F1Q2E3	F1MM14	Q4V8A2	Q921G7	Q9NS64
E2R037	F1MQK2	Q2KN99	Q9JHN9	Q8N6R1
J9NT03	E1BNI9	P56700	Q9QWI6	Q96MK7
E2RTF6	F1MPV3	M0R671	P55302	Q6ZXV5
E2REH5	A0A0A0MP85	Q5FVL6	O54828	Q5ZEZ6
E2RCZ7	Q3MHL4	A0A0G2K2C2	Q8R323	P31939
E2QV84	F1MNS8	P0C0K7	P09450	Q13394
J9P539	G3MY67	Q5U4F0	P63168	P55072
E2RE33	E1BJV5	D3ZT03	Q8R5H6	Q14680
F1P732	F1N3P2	A2RRU1	Q80YR4	Q5VTE0
J9P2D1	F6R352	Q63553	O35114	O95072
J9PBP0	Q32LN1	Q8R424	Q06986	Q9P270
E2RR69	Q08E01	D4A6A8	P97469	Q8NG68
F1PH16	O18737	A0A0G2JWA8	Q4U2R1	Q9H9L4
E2R113	F1N4A1	F1M285	Q8K0H7	Q9UNE0
F6UMY5	F1MGX7	A0A0G2JZW4	Q7TQP2	Q99570
E2R150	G3N227	D3ZUI5	O54781	Q8N398
F1P8W3	F6QK60	G3V6B4	Q64524	Q6V1P9
E2RPJ0	F1MHR4	P07632	P54726	Q8NHV4
F1PZX0	E1BMM2	F1M2G0	Q3UZB0	Q6P5X7
E2QSK6	F1N3T9	Q9R1V3	H3BLC5	P51957
E2R7R9	E1BJD2	D4A031	Q6RHW0	P29728
Q4TUC0	F1MNN5	Q5BJZ5	Q9D4I9	Q8N3U4
J9NSZ5	F1MPK2	A0A0G2K000	P01820	Q3MI39
E2RFH6	A7Z028	P22086	A6PWD2	O15050
F1PEE3	A6QLS9	P01830	Q8C0L8	P43489
E2QYL2	E1BDS7	D3ZW47	Q8BHZ0	O14598
E2R5D2	E1BIA7	A0A0G2K355	Q91Z38	Q5T700
E2RTF2	E1BJA0	Q5M887	Q3TPR7	P13995
F1PD03	F1N5N3	D3ZU42	A2AMI2	Q9Y2Y1
E2RA13	Q09430	Q5U2N1	P59672	P04156
E2RP05	F1MIE2	P16086	Q91YQ5	B4DMH3
E2RHD0	Q1LZ76	B0BN66	Q91WG4	Q9HAW8
E2RS94	E1BL53	M0R4Y0	Q8R4V3	O15066
E2RHR4	Q1RMT4	A0A0G2JWJ3	O54724	P34947
F1PHJ6	F1N532	Q3B7D1	O08848	Q9BUL8
E2RI50	F1MDN9	B0BN78	Q9CQT5	Q9HAV7
E2R0P7	A6H758	A0A0H2UHF4	Q9D099	Q6DN12
F1P999	G5E567	P63164	P29788	P12004
E2RK65	E1BLD9	D3ZJA3	Q71FD7	Q96N11
F1Q0C0	Q3SWX0	D3ZM85	Q8BTG7	F4ZW66
F6X604	Q2KIR8	D4A171	Q6P3A9	Q9NXH8
F1PTZ6	F1MZT5	M0RBM9	Q7TST5	Q8IU57
F1PIW6	F1MNT0	B2GV47	Q61085	Q8TDN6
E2R9E0	A7MBC8	A0A0G2JXB5	P60003	Q567R6
J9PAR8	E1BKH6	A0A0G2K4G6	Q8VH31	Q8IW00
F1PTZ0	F1MR99	A0A0G2K0H3	Q6ZPR1	A0A0S2Z6I7
E2QWZ1	E1BFP8	D3ZJB7	P70160	Q8IYB7
F1PQG0	Q58D78	Q9QYU3	P97290	Q6UXT9
F1PLS0	E1BDF0	F1LNL6	F8VPY2	Q13064
E2RDJ0	A7MB12	E9PTT0	Q9CQ69	Q9P2P5
E2RG96	A0JND3	P70595	Q64462	Q30143
F1PRZ6	F1MLZ1	Q80Z36	Q3US16	Q5MNZ9
F1PXI6	G3N214	B5DF09	Q8BGR3	O15479
J9NZN7	F1MP34	A0A0G2JTE2	Q63953	Q7Z4R8
F6XYR9	Q3SWW7	Q91ZW1	Q80TE0	P12035
E2RMS4	Q148M8	G3V784	Q8BKT8	P78552
F1P919	F1MVR8	P10760	Q8VCG1	P08727
F1PTP2	G3N2J6	D3ZSU6	Q9JHI2	P55107
E2RGK2	F1MX40	P37397	Q8BJ34	Q9HB71
J9NXF1	E1BCH1	Q66H34	Q3U4G3	P50391
E2RL86	G3X6T7	F1M7N2	E9PXF8	Q6P4F2
Q5XFN2	F1MSI9	D3ZV96	E9PYT0	Q13601
F1PEG6	F1MCH2	Q62885	B1AVK0	O14576
F1PUP8	E1B7I9	F6T1W7	Q9QXJ1	Q8NBM8
J9NZQ2	Q32LM6	B5DES0	B1AR51	O43526
E2R204	F1MLL9	F1LNF3	Q8K273	Q09019
E2R0H1	Q3SZ93	D3ZYS4	E9PUR0	Q92988
E2RM34	A1A4P6	G3V8D4	Q9DB10	Q53S33
E2R5I1	F1N1N9	A0A0G2QC25	G3X940	Q05923
F1PWV9	F1MH44	Q9EPV3	Q9R1A3	P52961
J9P5Z7	F1N6N2	A0A0G2K7B0	Q07563	Q9H5L6
E2RE57	P58073	P97884	Q91WA1	Q96QV1
F1Q0P7	F1N2W9	P05426	Q8JZZ9	Q9UJ71
E2R3C1	F1N7M6	Q715S9	Q80TS3	B7Z8W3
F1P8T3	E1BLK3	Q6AYT4	Q9JKY0	Q9Y5K6
F1PMM7	A5D7C1	F1LYA6	Q99M73	Q8N865
J9JHV1	Q3ZCK5	Q63377	Q9R0Q4	P08218
F1PUH2	F1MI46	Q4FZU4	Q9QUS4	Q9Y3S1
J9PAT0	F1MX05	D3ZJW8	D6RD11	Q9H4Z3
E2R3J3	G3X763	D3Z9L0	Q9QYS9	Q8N4A0
E2RHV6	F1MQP3	G3V8M1	P99026	O75147
J9P8L1	P26882	Q5FAQ9	Q8C6G8	P08922
F1PAJ1	Q8HZJ4	F1LT68	Q924Y0	Q86UY5
E2QWV4	Q2KIT5	F1LRT1	Q5SNZ0	Q9UNF1
E2RLY5	F1MQ21	A4L9P7	Q60875	Q15334
F1PRR3	F2Z4I1	D3ZG07	Q99LT0	Q5T9S5
F6UX67	Q3SZM3	B5DFJ1	Q3ULM6	Q9BX79
F1PP92	G3X713	Q5PQN6	Q63ZV0	P25101
E2RMR3	G8JKY0	P60711	P68368	Q13547
E2RQ03	Q0VCR6	P63182	Q9D1E5	Q9Y5C1
F1P8U6	A5D7G6	Q5EAJ6	Q8K0C1	O15554
E2RD59	E1BCS4	D3ZGZ9	Q04646	P05187
F6UV54	F1MYV7	F1LVI0	Q91XQ6	Q9Y2Y4
F1PER7	Q3ZC32	D3ZZA6	Q61805	Q6UW02
E2RI60	H7BWW1	Q0H8V1	P70206	Q5C8S5
E2RE16	F1N6E1	Z4YNF4	P15105	O60841
P00011	Q3ZBR7	D3ZMA1	A0A0R4J0R7	O95785
F1PXP9	A1L528	Q66H91	Q6ZQ88	Q96FW1
E2QV99	G3MXB9	P13205	P11714	Q71RC9
E2QYP9	Q7YRA3	G3V7P7	Q9WVS8	O75677
J9P991	Q2KJA0	D3Z9E6	E9Q1H7	Q8TES7
J9NT25	P11966	F1LYX9	Q80UM7	P02786
E2RGF2	E1BBT9	P63319	A0A0R4J0H9	P20309
E2QXR7	E1BQ02	M0R9R3	Q5DTT3	Q9UGP5
J9NWH5	F1MNP2	D3ZIK8	P80560	Q13185
F1PAG7	F1MGE9	A0A0G2KAH6	P17439	Q8WWW0
F1PSD3	G3MYA9	Q99MA0	Q9D5N9	Q96RK1
E2QVK0	E1BDZ2	Q68FU3	Q3TZ65	Q9NPF4
E2R0Y5	E1BIX7	F1LPQ8	E9Q4Z2	Q8WVI0
F1PQ60	F1MHS5	B2RYQ5	Q99LD9	O15197
E2RQP6	E1BCS1	Q5PQN5	Q8VHZ7	Q96PD2
E2RMI1	K7DXW2	G3V974	Q9QXX3	P13489
E2RHN4	Q3ZBG1	D4A425	P02088	Q13972
E2RNA4	A7E350	Q6IN22	Q69ZN7	Q86VZ4
E2RT84	F1N5U0	Q8VIJ4	Q9Z0L0	Q494X3
E2R9C4	F1MLR5	Q3T1I9	D4AFX7	Q8HHH1
E2RHX5	F1N362	P02466	O54743	Q9Y673
E2R4Z0	E1BCQ3	O88871	Q8BNX1	Q8IZV2
F1PIG8	Q17QR6	Q5U1Y1	Q4ZGD8	Q5TEC3
J9P2H1	E1BLT9	D3ZT79	P58242	O75879
F6PMP8	Q02375	E9PSP1	A2AM29	O75179
F1PY94	F1MWG9	Q4QRB2	P55284	Q96B96
E2RJS9	Q08DD4	G3V619	A2AIG8	Q6XQN6
E2RCQ1	F1N0T4	D4A9W3	Q8BIF9	P55809
J9P1A0	P07033	F1LQZ2	O35174	O15266
E2RNS7	F1MN60	Q6AXM7	Q924K1	A2PYH4
F1PSS1	Q2NKS7	Q6XQG8	Q9D6F8	Q86YR6
F6XD28	F2Z4J5	M0R639	Q8R2Q0	P42568
F6XIK8	F1MYU1	P04785	G3UWR8	P19838
F1P8U3	E1BPN5	M0R7T1	Q8C729	P82921
E2R3R0	Q3ZBF2	A0A0G2JWD6	Q6PHN9	Q147U7
F1P657	F6RL69	D4A772	Q9Z0F4	Q14159
J9P9A4	Q3SZP2	P14423	A2ADH1	Q9UBM7
E2RP83	F1MLR3	D4A885	O08740	Q5TCH4
J9P706	F1MWH1	O89039	Q8BKV0	P01602
E2RND0	F1MTC3	B5DEH4	O35892	Q6QNY1
E2RL65	F1MZU2	O35274	Q61166	Q16890
E2R4J0	E1BAK4	B1H233	Q8K250	Q14973
F1PYG3	F1N2Q3	A0A096MK18	Q78XR0	Q8TAV0
F1P990	Q08DW2	Q8K4Y5	Q8CCI5	Q8N5J2
E2R0G1	F1N1R8	D3ZT85	L0N7N1	Q14997
F1PN76	F1MUV0	P0CAX5	Q3U410	Q6ZWB6
E2R7K3	F1MC28	Q4V8B1	Q8BZ97	P10916
J9P4B9	F1MJX0	P63329	O35942	Q5THK1
E2QXC1	A7E371	D3Z8E2	Q9DAV5	Q8WXI8
E2R0V4	A5D7E1	P70616	Q03137	Q8WW52
F6XHM3	Q0VCZ5	Q5XIE3	P09631	P26651
E2RMS7	Q08DY1	D3ZV63	Q61474	Q6ZT89
F1PF35	G5E600	A0A0G2K548	A0A0A6YY91	Q9BY84
J9NW09	A6QP14	Q6IMG5	E9QM77	P26196
